category,term,number_of_genes,ratio_in_set,ncbiTaxonId,inputGenes,preferredNames,description
Process,GO:2001257,1,0.036,9606,['PDE4B'],['PDE4B'],Regulation of cation channel activity
Process,GO:2001279,3,0.107,9606,"['CD74', 'IL1B', 'PTGS2']","['CD74', 'IL1B', 'PTGS2']",Regulation of unsaturated fatty acid biosynthetic process
Process,GO:2001280,3,0.107,9606,"['CD74', 'IL1B', 'PTGS2']","['CD74', 'IL1B', 'PTGS2']",Positive regulation of unsaturated fatty acid biosynthetic process
Component,GO:0000139,1,0.036,9606,['CD74'],['CD74'],Golgi membrane
Component,GO:0000151,1,0.036,9606,['FBXO31'],['FBXO31'],Ubiquitin ligase complex
Component,GO:0000323,6,0.214,9606,"['CD74', 'MAPK1', 'IL1B', 'SOD1', 'CTSB', 'LGMN']","['CD74', 'MAPK1', 'IL1B', 'SOD1', 'CTSB', 'LGMN']",Lytic vacuole
Component,GO:0000785,6,0.214,9606,"['HBP1', 'EGR1', 'IRF1', 'SP1', 'RUNX3', 'KLF6']","['HBP1', 'EGR1', 'IRF1', 'SP1', 'RUNX3', 'KLF6']",Chromatin
Component,GO:0000791,1,0.036,9606,['SP1'],['SP1'],Euchromatin
Component,GO:0000930,1,0.036,9606,['PDE4B'],['PDE4B'],Gamma-tubulin complex
Component,GO:0001650,1,0.036,9606,['KLF6'],['KLF6'],Fibrillar center
Component,GO:0001726,1,0.036,9606,['TLR4'],['TLR4'],Ruffle
Component,GO:0001891,1,0.036,9606,['TLR4'],['TLR4'],Phagocytic cup
Component,GO:0005576,9,0.321,9606,"['CD74', 'MAPK1', 'IL1B', 'SOD1', 'IGFBP7', 'CXCL10', 'CTSB', 'LCN2', 'LGMN']","['CD74', 'MAPK1', 'IL1B', 'SOD1', 'IGFBP7', 'CXCL10', 'CTSB', 'LCN2', 'LGMN']",Extracellular region
Component,GO:0005615,8,0.286,9606,"['CD74', 'IL1B', 'SOD1', 'IGFBP7', 'CXCL10', 'CTSB', 'LCN2', 'LGMN']","['CD74', 'IL1B', 'SOD1', 'IGFBP7', 'CXCL10', 'CTSB', 'LCN2', 'LGMN']",Extracellular space
Component,GO:0005622,25,0.893,9606,"['CD74', 'MAPK1', 'HBP1', 'EGR1', 'IRF1', 'KDM6B', 'LPCAT3', 'LACTB', 'IL1B', 'SOD1', 'EPHA4', 'IGFBP7', 'FBXO31', 'SP1', 'DYRK1A', 'PDE4B', 'CTSB', 'PTGS2', 'LCN2', 'TLR4', 'SAT1', 'LGMN', 'RUNX3', 'BCL6', 'KLF6']","['CD74', 'MAPK1', 'HBP1', 'EGR1', 'IRF1', 'KDM6B', 'LPCAT3', 'LACTB', 'IL1B', 'SOD1', 'EPHA4', 'IGFBP7', 'FBXO31', 'SP1', 'DYRK1A', 'PDE4B', 'CTSB', 'PTGS2', 'LCN2', 'TLR4', 'SAT1', 'LGMN', 'RUNX3', 'BCL6', 'KLF6']",Intracellular anatomical structure
Component,GO:0005634,14,0.5,9606,"['CD74', 'MAPK1', 'HBP1', 'EGR1', 'IRF1', 'KDM6B', 'SOD1', 'SP1', 'DYRK1A', 'PDE4B', 'PTGS2', 'RUNX3', 'BCL6', 'KLF6']","['CD74', 'MAPK1', 'HBP1', 'EGR1', 'IRF1', 'KDM6B', 'SOD1', 'SP1', 'DYRK1A', 'PDE4B', 'PTGS2', 'RUNX3', 'BCL6', 'KLF6']",Nucleus
Component,GO:0005635,1,0.036,9606,['PTGS2'],['PTGS2'],Nuclear envelope
Component,GO:0005637,1,0.036,9606,['PTGS2'],['PTGS2'],Nuclear inner membrane
Component,GO:0005640,1,0.036,9606,['PTGS2'],['PTGS2'],Nuclear outer membrane
Component,GO:0005654,11,0.393,9606,"['MAPK1', 'HBP1', 'EGR1', 'IRF1', 'KDM6B', 'SOD1', 'SP1', 'DYRK1A', 'RUNX3', 'BCL6', 'KLF6']","['MAPK1', 'HBP1', 'EGR1', 'IRF1', 'KDM6B', 'SOD1', 'SP1', 'DYRK1A', 'RUNX3', 'BCL6', 'KLF6']",Nucleoplasm
Component,GO:0005667,2,0.071,9606,"['SP1', 'RUNX3']","['SP1', 'RUNX3']",Transcription regulator complex
Component,GO:0005694,6,0.214,9606,"['HBP1', 'EGR1', 'IRF1', 'SP1', 'RUNX3', 'KLF6']","['HBP1', 'EGR1', 'IRF1', 'SP1', 'RUNX3', 'KLF6']",Chromosome
Component,GO:0005730,3,0.107,9606,"['RUNX3', 'BCL6', 'KLF6']","['RUNX3', 'BCL6', 'KLF6']",Nucleolus
Component,GO:0005737,23,0.821,9606,"['CD74', 'MAPK1', 'EGR1', 'IRF1', 'LPCAT3', 'LACTB', 'IL1B', 'SOD1', 'EPHA4', 'IGFBP7', 'FBXO31', 'SP1', 'DYRK1A', 'PDE4B', 'CTSB', 'PTGS2', 'LCN2', 'TLR4', 'SAT1', 'LGMN', 'RUNX3', 'BCL6', 'KLF6']","['CD74', 'MAPK1', 'EGR1', 'IRF1', 'LPCAT3', 'LACTB', 'IL1B', 'SOD1', 'EPHA4', 'IGFBP7', 'FBXO31', 'SP1', 'DYRK1A', 'PDE4B', 'CTSB', 'PTGS2', 'LCN2', 'TLR4', 'SAT1', 'LGMN', 'RUNX3', 'BCL6', 'KLF6']",Cytoplasm
Component,GO:0005739,4,0.143,9606,"['MAPK1', 'LACTB', 'SOD1', 'EPHA4']","['MAPK1', 'LACTB', 'SOD1', 'EPHA4']",Mitochondrion
Component,GO:0005740,2,0.071,9606,"['SOD1', 'EPHA4']","['SOD1', 'EPHA4']",Mitochondrial envelope
Component,GO:0005741,1,0.036,9606,['EPHA4'],['EPHA4'],Mitochondrial outer membrane
Component,GO:0005758,1,0.036,9606,['SOD1'],['SOD1'],Mitochondrial intermembrane space
Component,GO:0005759,1,0.036,9606,['SOD1'],['SOD1'],Mitochondrial matrix
Component,GO:0005764,6,0.214,9606,"['CD74', 'MAPK1', 'IL1B', 'SOD1', 'CTSB', 'LGMN']","['CD74', 'MAPK1', 'IL1B', 'SOD1', 'CTSB', 'LGMN']",Lysosome
Component,GO:0005765,1,0.036,9606,['CD74'],['CD74'],Lysosomal membrane
Component,GO:0005766,1,0.036,9606,['MAPK1'],['MAPK1'],Primary lysosome
Component,GO:0005768,6,0.214,9606,"['CD74', 'MAPK1', 'EPHA4', 'CTSB', 'TLR4', 'LGMN']","['CD74', 'MAPK1', 'EPHA4', 'CTSB', 'TLR4', 'LGMN']",Endosome
Component,GO:0005769,3,0.107,9606,"['MAPK1', 'EPHA4', 'TLR4']","['MAPK1', 'EPHA4', 'TLR4']",Early endosome
Component,GO:0005770,3,0.107,9606,"['CD74', 'MAPK1', 'LGMN']","['CD74', 'MAPK1', 'LGMN']",Late endosome
Component,GO:0005771,1,0.036,9606,['CD74'],['CD74'],Multivesicular body
Component,GO:0005773,6,0.214,9606,"['CD74', 'MAPK1', 'IL1B', 'SOD1', 'CTSB', 'LGMN']","['CD74', 'MAPK1', 'IL1B', 'SOD1', 'CTSB', 'LGMN']",Vacuole
Component,GO:0005774,1,0.036,9606,['CD74'],['CD74'],Vacuolar membrane
Component,GO:0005775,4,0.143,9606,"['CD74', 'MAPK1', 'CTSB', 'LGMN']","['CD74', 'MAPK1', 'CTSB', 'LGMN']",Vacuolar lumen
Component,GO:0005777,1,0.036,9606,['SOD1'],['SOD1'],Peroxisome
Component,GO:0005783,6,0.214,9606,"['CD74', 'MAPK1', 'LPCAT3', 'EPHA4', 'IGFBP7', 'PTGS2']","['CD74', 'MAPK1', 'LPCAT3', 'EPHA4', 'IGFBP7', 'PTGS2']",Endoplasmic reticulum
Component,GO:0005788,3,0.107,9606,"['MAPK1', 'IGFBP7', 'PTGS2']","['MAPK1', 'IGFBP7', 'PTGS2']",Endoplasmic reticulum lumen
Component,GO:0005789,3,0.107,9606,"['CD74', 'LPCAT3', 'PTGS2']","['CD74', 'LPCAT3', 'PTGS2']",Endoplasmic reticulum membrane
Component,GO:0005794,5,0.179,9606,"['CD74', 'MAPK1', 'EPHA4', 'TLR4', 'BCL6']","['CD74', 'MAPK1', 'EPHA4', 'TLR4', 'BCL6']",Golgi apparatus
Component,GO:0005802,1,0.036,9606,['CD74'],['CD74'],trans-Golgi network
Component,GO:0005813,2,0.071,9606,"['FBXO31', 'PDE4B']","['FBXO31', 'PDE4B']",Centrosome
Component,GO:0005815,3,0.107,9606,"['MAPK1', 'FBXO31', 'PDE4B']","['MAPK1', 'FBXO31', 'PDE4B']",Microtubule organizing center
Component,GO:0005819,1,0.036,9606,['MAPK1'],['MAPK1'],Spindle
Component,GO:0005829,10,0.357,9606,"['MAPK1', 'IRF1', 'LACTB', 'IL1B', 'SOD1', 'FBXO31', 'PDE4B', 'SAT1', 'RUNX3', 'KLF6']","['MAPK1', 'IRF1', 'LACTB', 'IL1B', 'SOD1', 'FBXO31', 'PDE4B', 'SAT1', 'RUNX3', 'KLF6']",Cytosol
Component,GO:0005856,4,0.143,9606,"['MAPK1', 'FBXO31', 'DYRK1A', 'PDE4B']","['MAPK1', 'FBXO31', 'DYRK1A', 'PDE4B']",Cytoskeleton
Component,GO:0005886,9,0.321,9606,"['CD74', 'MAPK1', 'EMP1', 'EPHA4', 'CXCL10', 'PDE4B', 'CTSB', 'PTGS2', 'TLR4']","['CD74', 'MAPK1', 'EMP1', 'EPHA4', 'CXCL10', 'PDE4B', 'CTSB', 'PTGS2', 'TLR4']",Plasma membrane
Component,GO:0005887,2,0.071,9606,"['EPHA4', 'TLR4']","['EPHA4', 'TLR4']",Integral component of plasma membrane
Component,GO:0005891,1,0.036,9606,['PDE4B'],['PDE4B'],Voltage-gated calcium channel complex
Component,GO:0005901,2,0.071,9606,"['MAPK1', 'PTGS2']","['MAPK1', 'PTGS2']",Caveola
Component,GO:0005911,1,0.036,9606,['EPHA4'],['EPHA4'],Cell-cell junction
Component,GO:0005912,1,0.036,9606,['EPHA4'],['EPHA4'],Adherens junction
Component,GO:0005925,1,0.036,9606,['MAPK1'],['MAPK1'],Focal adhesion
Component,GO:0008021,1,0.036,9606,['PDE4B'],['PDE4B'],Synaptic vesicle
Component,GO:0009897,4,0.143,9606,"['CD74', 'CXCL10', 'CTSB', 'TLR4']","['CD74', 'CXCL10', 'CTSB', 'TLR4']",External side of plasma membrane
Component,GO:0009986,5,0.179,9606,"['CD74', 'EPHA4', 'CXCL10', 'CTSB', 'TLR4']","['CD74', 'EPHA4', 'CXCL10', 'CTSB', 'TLR4']",Cell surface
Component,GO:0010008,2,0.071,9606,"['EPHA4', 'TLR4']","['EPHA4', 'TLR4']",Endosome membrane
Component,GO:0012505,14,0.5,9606,"['CD74', 'MAPK1', 'LPCAT3', 'IL1B', 'SOD1', 'EPHA4', 'IGFBP7', 'PDE4B', 'CTSB', 'PTGS2', 'LCN2', 'TLR4', 'LGMN', 'BCL6']","['CD74', 'MAPK1', 'LPCAT3', 'IL1B', 'SOD1', 'EPHA4', 'IGFBP7', 'PDE4B', 'CTSB', 'PTGS2', 'LCN2', 'TLR4', 'LGMN', 'BCL6']",Endomembrane system
Component,GO:0012506,3,0.107,9606,"['CD74', 'EPHA4', 'TLR4']","['CD74', 'EPHA4', 'TLR4']",Vesicle membrane
Component,GO:0012507,1,0.036,9606,['CD74'],['CD74'],ER to Golgi transport vesicle membrane
Component,GO:0014069,2,0.071,9606,"['EPHA4', 'PDE4B']","['EPHA4', 'PDE4B']",Postsynaptic density
Component,GO:0015630,3,0.107,9606,"['MAPK1', 'FBXO31', 'PDE4B']","['MAPK1', 'FBXO31', 'PDE4B']",Microtubule cytoskeleton
Component,GO:0016020,11,0.393,9606,"['CD74', 'MAPK1', 'EMP1', 'LPCAT3', 'EPHA4', 'CXCL10', 'FBXO31', 'PDE4B', 'CTSB', 'PTGS2', 'TLR4']","['CD74', 'MAPK1', 'EMP1', 'LPCAT3', 'EPHA4', 'CXCL10', 'FBXO31', 'PDE4B', 'CTSB', 'PTGS2', 'TLR4']",Membrane
Component,GO:0016021,7,0.25,9606,"['CD74', 'EMP1', 'LPCAT3', 'EPHA4', 'FBXO31', 'PDE4B', 'TLR4']","['CD74', 'EMP1', 'LPCAT3', 'EPHA4', 'FBXO31', 'PDE4B', 'TLR4']",Integral component of membrane
Component,GO:0016324,1,0.036,9606,['CTSB'],['CTSB'],Apical plasma membrane
Component,GO:0016513,1,0.036,9606,['RUNX3'],['RUNX3'],Core-binding factor complex
Component,GO:0016604,3,0.107,9606,"['HBP1', 'DYRK1A', 'BCL6']","['HBP1', 'DYRK1A', 'BCL6']",Nuclear body
Component,GO:0016607,2,0.071,9606,"['HBP1', 'DYRK1A']","['HBP1', 'DYRK1A']",Nuclear speck
Component,GO:0017053,1,0.036,9606,['SP1'],['SP1'],Transcription repressor complex
Component,GO:0019005,1,0.036,9606,['FBXO31'],['FBXO31'],SCF ubiquitin ligase complex
Component,GO:0019866,1,0.036,9606,['PTGS2'],['PTGS2'],Organelle inner membrane
Component,GO:0019867,2,0.071,9606,"['EPHA4', 'PTGS2']","['EPHA4', 'PTGS2']",Outer membrane
Component,GO:0030016,1,0.036,9606,['PDE4B'],['PDE4B'],Myofibril
Component,GO:0030017,1,0.036,9606,['PDE4B'],['PDE4B'],Sarcomere
Component,GO:0030018,1,0.036,9606,['PDE4B'],['PDE4B'],Z disc
Component,GO:0030054,3,0.107,9606,"['MAPK1', 'EPHA4', 'PDE4B']","['MAPK1', 'EPHA4', 'PDE4B']",Cell junction
Component,GO:0030055,1,0.036,9606,['MAPK1'],['MAPK1'],Cell-substrate junction
Component,GO:0030133,2,0.071,9606,"['CD74', 'PDE4B']","['CD74', 'PDE4B']",Transport vesicle
Component,GO:0030134,1,0.036,9606,['CD74'],['CD74'],COPII-coated ER to Golgi transport vesicle
Component,GO:0030135,1,0.036,9606,['CD74'],['CD74'],Coated vesicle
Component,GO:0030136,1,0.036,9606,['CD74'],['CD74'],Clathrin-coated vesicle
Component,GO:0030139,1,0.036,9606,['CD74'],['CD74'],Endocytic vesicle
Component,GO:0030141,5,0.179,9606,"['MAPK1', 'IL1B', 'SOD1', 'CTSB', 'LCN2']","['MAPK1', 'IL1B', 'SOD1', 'CTSB', 'LCN2']",Secretory granule
Component,GO:0030175,1,0.036,9606,['EPHA4'],['EPHA4'],Filopodium
Component,GO:0030176,1,0.036,9606,['CD74'],['CD74'],Integral component of endoplasmic reticulum membrane
Component,GO:0030312,2,0.071,9606,"['IGFBP7', 'CTSB']","['IGFBP7', 'CTSB']",External encapsulating structure
Component,GO:0030424,3,0.107,9606,"['SOD1', 'EPHA4', 'DYRK1A']","['SOD1', 'EPHA4', 'DYRK1A']",Axon
Component,GO:0030425,4,0.143,9606,"['SOD1', 'EPHA4', 'DYRK1A', 'PDE4B']","['SOD1', 'EPHA4', 'DYRK1A', 'PDE4B']",Dendrite
Component,GO:0030426,1,0.036,9606,['EPHA4'],['EPHA4'],Growth cone
Component,GO:0030427,1,0.036,9606,['EPHA4'],['EPHA4'],Site of polarized growth
Component,GO:0030658,1,0.036,9606,['CD74'],['CD74'],Transport vesicle membrane
Component,GO:0030659,3,0.107,9606,"['CD74', 'EPHA4', 'TLR4']","['CD74', 'EPHA4', 'TLR4']",Cytoplasmic vesicle membrane
Component,GO:0030662,1,0.036,9606,['CD74'],['CD74'],Coated vesicle membrane
Component,GO:0030665,1,0.036,9606,['CD74'],['CD74'],Clathrin-coated vesicle membrane
Component,GO:0030666,1,0.036,9606,['CD74'],['CD74'],Endocytic vesicle membrane
Component,GO:0030669,1,0.036,9606,['CD74'],['CD74'],Clathrin-coated endocytic vesicle membrane
Component,GO:0031012,2,0.071,9606,"['IGFBP7', 'CTSB']","['IGFBP7', 'CTSB']",Extracellular matrix
Component,GO:0031045,1,0.036,9606,['SOD1'],['SOD1'],Dense core granule
Component,GO:0031090,5,0.179,9606,"['CD74', 'LPCAT3', 'EPHA4', 'PTGS2', 'TLR4']","['CD74', 'LPCAT3', 'EPHA4', 'PTGS2', 'TLR4']",Organelle membrane
Component,GO:0031143,1,0.036,9606,['MAPK1'],['MAPK1'],Pseudopodium
Component,GO:0031224,7,0.25,9606,"['CD74', 'EMP1', 'LPCAT3', 'EPHA4', 'FBXO31', 'PDE4B', 'TLR4']","['CD74', 'EMP1', 'LPCAT3', 'EPHA4', 'FBXO31', 'PDE4B', 'TLR4']",Intrinsic component of membrane
Component,GO:0031226,2,0.071,9606,"['EPHA4', 'TLR4']","['EPHA4', 'TLR4']",Intrinsic component of plasma membrane
Component,GO:0031227,1,0.036,9606,['CD74'],['CD74'],Intrinsic component of endoplasmic reticulum membrane
Component,GO:0031252,1,0.036,9606,['TLR4'],['TLR4'],Cell leading edge
Component,GO:0031300,1,0.036,9606,['CD74'],['CD74'],Intrinsic component of organelle membrane
Component,GO:0031301,1,0.036,9606,['CD74'],['CD74'],Integral component of organelle membrane
Component,GO:0031410,10,0.357,9606,"['CD74', 'MAPK1', 'IL1B', 'SOD1', 'EPHA4', 'PDE4B', 'CTSB', 'LCN2', 'TLR4', 'LGMN']","['CD74', 'MAPK1', 'IL1B', 'SOD1', 'EPHA4', 'PDE4B', 'CTSB', 'LCN2', 'TLR4', 'LGMN']",Cytoplasmic vesicle
Component,GO:0031461,1,0.036,9606,['FBXO31'],['FBXO31'],cullin-RING ubiquitin ligase complex
Component,GO:0031594,1,0.036,9606,['EPHA4'],['EPHA4'],Neuromuscular junction
Component,GO:0031674,1,0.036,9606,['PDE4B'],['PDE4B'],I band
Component,GO:0031901,1,0.036,9606,['EPHA4'],['EPHA4'],Early endosome membrane
Component,GO:0031904,2,0.071,9606,"['CTSB', 'LGMN']","['CTSB', 'LGMN']",Endosome lumen
Component,GO:0031965,1,0.036,9606,['PTGS2'],['PTGS2'],Nuclear membrane
Component,GO:0031966,1,0.036,9606,['EPHA4'],['EPHA4'],Mitochondrial membrane
Component,GO:0031967,3,0.107,9606,"['SOD1', 'EPHA4', 'PTGS2']","['SOD1', 'EPHA4', 'PTGS2']",Organelle envelope
Component,GO:0031968,2,0.071,9606,"['EPHA4', 'PTGS2']","['EPHA4', 'PTGS2']",Organelle outer membrane
Component,GO:0031970,1,0.036,9606,['SOD1'],['SOD1'],Organelle envelope lumen
Component,GO:0031974,17,0.607,9606,"['CD74', 'MAPK1', 'HBP1', 'EGR1', 'IRF1', 'KDM6B', 'SOD1', 'IGFBP7', 'SP1', 'DYRK1A', 'CTSB', 'PTGS2', 'LCN2', 'LGMN', 'RUNX3', 'BCL6', 'KLF6']","['CD74', 'MAPK1', 'HBP1', 'EGR1', 'IRF1', 'KDM6B', 'SOD1', 'IGFBP7', 'SP1', 'DYRK1A', 'CTSB', 'PTGS2', 'LCN2', 'LGMN', 'RUNX3', 'BCL6', 'KLF6']",Membrane-enclosed lumen
Component,GO:0031975,3,0.107,9606,"['SOD1', 'EPHA4', 'PTGS2']","['SOD1', 'EPHA4', 'PTGS2']",Envelope
Component,GO:0031981,11,0.393,9606,"['MAPK1', 'HBP1', 'EGR1', 'IRF1', 'KDM6B', 'SOD1', 'SP1', 'DYRK1A', 'RUNX3', 'BCL6', 'KLF6']","['MAPK1', 'HBP1', 'EGR1', 'IRF1', 'KDM6B', 'SOD1', 'SP1', 'DYRK1A', 'RUNX3', 'BCL6', 'KLF6']",Nuclear lumen
Component,GO:0031982,11,0.393,9606,"['CD74', 'MAPK1', 'IL1B', 'SOD1', 'EPHA4', 'IGFBP7', 'PDE4B', 'CTSB', 'LCN2', 'TLR4', 'LGMN']","['CD74', 'MAPK1', 'IL1B', 'SOD1', 'EPHA4', 'IGFBP7', 'PDE4B', 'CTSB', 'LCN2', 'TLR4', 'LGMN']",Vesicle
Component,GO:0031983,2,0.071,9606,"['MAPK1', 'LCN2']","['MAPK1', 'LCN2']",Vesicle lumen
Component,GO:0031984,3,0.107,9606,"['CD74', 'LPCAT3', 'PTGS2']","['CD74', 'LPCAT3', 'PTGS2']",Organelle subcompartment
Component,GO:0032279,2,0.071,9606,"['EPHA4', 'PDE4B']","['EPHA4', 'PDE4B']",Asymmetric synapse
Component,GO:0032588,1,0.036,9606,['CD74'],['CD74'],trans-Golgi network membrane
Component,GO:0032838,1,0.036,9606,['SOD1'],['SOD1'],Plasma membrane bounded cell projection cytoplasm
Component,GO:0032839,1,0.036,9606,['SOD1'],['SOD1'],Dendrite cytoplasm
Component,GO:0032991,12,0.429,9606,"['CD74', 'KDM6B', 'SOD1', 'EPHA4', 'FBXO31', 'SP1', 'DYRK1A', 'PDE4B', 'CTSB', 'PTGS2', 'TLR4', 'RUNX3']","['CD74', 'KDM6B', 'SOD1', 'EPHA4', 'FBXO31', 'SP1', 'DYRK1A', 'PDE4B', 'CTSB', 'PTGS2', 'TLR4', 'RUNX3']",Protein-containing complex
Component,GO:0032993,1,0.036,9606,['SP1'],['SP1'],protein-DNA complex
Component,GO:0034702,1,0.036,9606,['PDE4B'],['PDE4B'],Ion channel complex
Component,GO:0034703,1,0.036,9606,['PDE4B'],['PDE4B'],Cation channel complex
Component,GO:0034704,1,0.036,9606,['PDE4B'],['PDE4B'],Calcium channel complex
Component,GO:0034708,1,0.036,9606,['KDM6B'],['KDM6B'],Methyltransferase complex
Component,GO:0034774,2,0.071,9606,"['MAPK1', 'LCN2']","['MAPK1', 'LCN2']",Secretory granule lumen
Component,GO:0035097,1,0.036,9606,['KDM6B'],['KDM6B'],Histone methyltransferase complex
Component,GO:0035578,1,0.036,9606,['MAPK1'],['MAPK1'],Azurophil granule lumen
Component,GO:0035580,1,0.036,9606,['LCN2'],['LCN2'],Specific granule lumen
Component,GO:0035692,1,0.036,9606,['CD74'],['CD74'],Macrophage migration inhibitory factor receptor complex
Component,GO:0035693,1,0.036,9606,['CD74'],['CD74'],NOS2-CD74 complex
Component,GO:0036019,2,0.071,9606,"['CTSB', 'LGMN']","['CTSB', 'LGMN']",Endolysosome
Component,GO:0036021,2,0.071,9606,"['CTSB', 'LGMN']","['CTSB', 'LGMN']",Endolysosome lumen
Component,GO:0036477,5,0.179,9606,"['SOD1', 'EPHA4', 'FBXO31', 'DYRK1A', 'PDE4B']","['SOD1', 'EPHA4', 'FBXO31', 'DYRK1A', 'PDE4B']",Somatodendritic compartment
Component,GO:0042175,3,0.107,9606,"['CD74', 'LPCAT3', 'PTGS2']","['CD74', 'LPCAT3', 'PTGS2']",Nuclear outer membrane-endoplasmic reticulum membrane network
Component,GO:0042382,1,0.036,9606,['BCL6'],['BCL6'],Paraspeckles
Component,GO:0042470,1,0.036,9606,['CTSB'],['CTSB'],Melanosome
Component,GO:0042579,1,0.036,9606,['SOD1'],['SOD1'],Microbody
Component,GO:0042581,1,0.036,9606,['LCN2'],['LCN2'],Specific granule
Component,GO:0042582,1,0.036,9606,['MAPK1'],['MAPK1'],Azurophil granule
Component,GO:0042611,1,0.036,9606,['CD74'],['CD74'],MHC protein complex
Component,GO:0042613,1,0.036,9606,['CD74'],['CD74'],MHC class II protein complex
Component,GO:0042734,1,0.036,9606,['EPHA4'],['EPHA4'],Presynaptic membrane
Component,GO:0042995,7,0.25,9606,"['MAPK1', 'SOD1', 'EPHA4', 'DYRK1A', 'PDE4B', 'PTGS2', 'TLR4']","['MAPK1', 'SOD1', 'EPHA4', 'DYRK1A', 'PDE4B', 'PTGS2', 'TLR4']",Cell projection
Component,GO:0043005,5,0.179,9606,"['SOD1', 'EPHA4', 'DYRK1A', 'PDE4B', 'PTGS2']","['SOD1', 'EPHA4', 'DYRK1A', 'PDE4B', 'PTGS2']",Neuron projection
Component,GO:0043025,3,0.107,9606,"['SOD1', 'EPHA4', 'FBXO31']","['SOD1', 'EPHA4', 'FBXO31']",Neuronal cell body
Component,GO:0043197,2,0.071,9606,"['EPHA4', 'PDE4B']","['EPHA4', 'PDE4B']",Dendritic spine
Component,GO:0043198,1,0.036,9606,['EPHA4'],['EPHA4'],Dendritic shaft
Component,GO:0043202,3,0.107,9606,"['CD74', 'CTSB', 'LGMN']","['CD74', 'CTSB', 'LGMN']",Lysosomal lumen
Component,GO:0043204,1,0.036,9606,['EPHA4'],['EPHA4'],Perikaryon
Component,GO:0043226,24,0.857,9606,"['CD74', 'MAPK1', 'HBP1', 'EGR1', 'IRF1', 'KDM6B', 'LPCAT3', 'LACTB', 'IL1B', 'SOD1', 'EPHA4', 'IGFBP7', 'FBXO31', 'SP1', 'DYRK1A', 'PDE4B', 'CTSB', 'PTGS2', 'LCN2', 'TLR4', 'LGMN', 'RUNX3', 'BCL6', 'KLF6']","['CD74', 'MAPK1', 'HBP1', 'EGR1', 'IRF1', 'KDM6B', 'LPCAT3', 'LACTB', 'IL1B', 'SOD1', 'EPHA4', 'IGFBP7', 'FBXO31', 'SP1', 'DYRK1A', 'PDE4B', 'CTSB', 'PTGS2', 'LCN2', 'TLR4', 'LGMN', 'RUNX3', 'BCL6', 'KLF6']",Organelle
Component,GO:0043227,23,0.821,9606,"['CD74', 'MAPK1', 'HBP1', 'EGR1', 'IRF1', 'KDM6B', 'LPCAT3', 'LACTB', 'IL1B', 'SOD1', 'EPHA4', 'IGFBP7', 'SP1', 'DYRK1A', 'PDE4B', 'CTSB', 'PTGS2', 'LCN2', 'TLR4', 'LGMN', 'RUNX3', 'BCL6', 'KLF6']","['CD74', 'MAPK1', 'HBP1', 'EGR1', 'IRF1', 'KDM6B', 'LPCAT3', 'LACTB', 'IL1B', 'SOD1', 'EPHA4', 'IGFBP7', 'SP1', 'DYRK1A', 'PDE4B', 'CTSB', 'PTGS2', 'LCN2', 'TLR4', 'LGMN', 'RUNX3', 'BCL6', 'KLF6']",Membrane-bounded organelle
Component,GO:0043228,11,0.393,9606,"['MAPK1', 'HBP1', 'EGR1', 'IRF1', 'FBXO31', 'SP1', 'DYRK1A', 'PDE4B', 'RUNX3', 'BCL6', 'KLF6']","['MAPK1', 'HBP1', 'EGR1', 'IRF1', 'FBXO31', 'SP1', 'DYRK1A', 'PDE4B', 'RUNX3', 'BCL6', 'KLF6']",Non-membrane-bounded organelle
Component,GO:0043229,24,0.857,9606,"['CD74', 'MAPK1', 'HBP1', 'EGR1', 'IRF1', 'KDM6B', 'LPCAT3', 'LACTB', 'IL1B', 'SOD1', 'EPHA4', 'IGFBP7', 'FBXO31', 'SP1', 'DYRK1A', 'PDE4B', 'CTSB', 'PTGS2', 'LCN2', 'TLR4', 'LGMN', 'RUNX3', 'BCL6', 'KLF6']","['CD74', 'MAPK1', 'HBP1', 'EGR1', 'IRF1', 'KDM6B', 'LPCAT3', 'LACTB', 'IL1B', 'SOD1', 'EPHA4', 'IGFBP7', 'FBXO31', 'SP1', 'DYRK1A', 'PDE4B', 'CTSB', 'PTGS2', 'LCN2', 'TLR4', 'LGMN', 'RUNX3', 'BCL6', 'KLF6']",Intracellular organelle
