"logFC","logCPM","PValue","FDR","Gene","Dataset","Species"
0.287707309902913,1.83155155503321,0.256474804093514,0.437530799663812,"A330050F15Rik","GSE104036","Mouse"
0.345525068891322,0.60845786014871,0.256492377159206,0.437530799663812,"Ap1s3","GSE104036","Mouse"
0.140245125417347,6.1653002180019,0.256542011706975,0.437571906290964,"Plekha5","GSE104036","Mouse"
-0.163269810645563,6.03803593992128,0.256713902693277,0.437821511162466,"Omg","GSE104036","Mouse"
0.37678166736468,0.37220442360992,0.256747109074307,0.4378345654845,"9330161L09Rik","GSE104036","Mouse"
0.415134366802959,1.17917028982071,0.256801614767071,0.43787472965092,"Far1os","GSE104036","Mouse"
0.190450649924387,3.41206482554698,0.256840747143507,0.43787472965092,"Hadh","GSE104036","Mouse"
-0.197683606664845,3.53431910445054,0.256847324640875,0.43787472965092,"Sord","GSE104036","Mouse"
-0.168718591618925,5.99070709022571,0.256980176131144,0.438057632113724,"Nos1ap","GSE104036","Mouse"
0.212508860094398,5.41469672044559,0.257203553863797,0.438362109389058,"Sap30bp","GSE104036","Mouse"
-0.174440800118516,4.63948037389286,0.25720995901941,0.438362109389058,"C530008M17Rik","GSE104036","Mouse"
-0.153936254023818,5.52079625669699,0.257434780951682,0.438701638150877,"Fmnl1","GSE104036","Mouse"
-0.466670980009924,0.449952586141516,0.257503942736223,0.438775861056601,"Bfsp2","GSE104036","Mouse"
0.138789337671488,6.90376454456954,0.257563449549967,0.438833619174573,"Gprasp2","GSE104036","Mouse"
-0.213997441565866,3.57129518860051,0.257622936455788,0.438878435957108,"Ddx28","GSE104036","Mouse"
0.475308261713074,-0.466612848128647,0.257640979707765,0.438878435957108,"1700010I14Rik","GSE104036","Mouse"
-0.288199616492195,1.07084265909804,0.257680584576005,0.438902268062609,"Tusc1","GSE104036","Mouse"
-0.154922813385721,4.44778215653926,0.257752691720073,0.438981450414815,"Osbpl5","GSE104036","Mouse"
0.192868740591088,3.29235377941084,0.257806005309119,0.439028612698444,"Hat1","GSE104036","Mouse"
0.255991849669656,3.10149879322521,0.258075237139932,0.439443425260135,"Golim4","GSE104036","Mouse"
-0.16509681432271,4.34345345510887,0.258145306179078,0.439519060152872,"St6galnac4","GSE104036","Mouse"
0.327515965720123,1.29288829463653,0.258297685018723,0.439641907699334,"Rnf113a1","GSE104036","Mouse"
-0.133997425889689,8.33958737199741,0.258301298135568,0.439641907699334,"Rpl3","GSE104036","Mouse"
0.571737320623222,-1.05322346835883,0.258304056482343,0.439641907699334,"Prss52","GSE104036","Mouse"
0.196440565522441,5.99170585462387,0.258320089099323,0.439641907699334,"Herpud1","GSE104036","Mouse"
-0.168398381915892,5.11339690311217,0.258350252716284,0.439649575955262,"Sema4d","GSE104036","Mouse"
-0.140018272558575,6.00720559605013,0.258432942747305,0.439695739461432,"Lemd3","GSE104036","Mouse"
0.523759697746051,0.373149523086582,0.258471914263103,0.439695739461432,"Gm15470","GSE104036","Mouse"
0.574012499900817,-1.72734868025117,0.258475286882053,0.439695739461432,"Abhd1","GSE104036","Mouse"
-0.136679132920138,5.73216180362093,0.258480022386636,0.439695739461432,"Elmo1","GSE104036","Mouse"
-0.13091520945516,6.47133378702143,0.258526115091863,0.439730492564926,"Ylpm1","GSE104036","Mouse"
-0.2860823205836,1.96187019425844,0.258566193916847,0.439755010696295,"Dand5","GSE104036","Mouse"
-0.367631925942014,1.05009203823722,0.258882012422425,0.440243442857769,"Chrnb3","GSE104036","Mouse"
-0.171505143329635,3.66330034737973,0.258904766482506,0.440243442857769,"Yars2","GSE104036","Mouse"
-0.159851371388188,4.18847451441532,0.259023344577803,0.440401370246145,"Tmem129","GSE104036","Mouse"
0.192093768788758,4.76862874569628,0.259189920245411,0.440557560215822,"Wbp4","GSE104036","Mouse"
-0.153295658566873,4.87152091214229,0.25920161361353,0.440557560215822,"Men1","GSE104036","Mouse"
-0.215885420773049,2.84873422393711,0.25920869505719,0.440557560215822,"Hexim2","GSE104036","Mouse"
-0.300676430993201,1.06728095014793,0.259218052062791,0.440557560215822,"Gm14066","GSE104036","Mouse"
0.180859203404856,3.3269923116638,0.259276727825871,0.440613580412209,"Kctd9","GSE104036","Mouse"
-0.136515704786373,6.84003365423339,0.259563189897195,0.441025874566844,"Ttyh3","GSE104036","Mouse"
0.366610270730621,0.597068395762567,0.259591183179315,0.441025874566844,"C130050O18Rik","GSE104036","Mouse"
0.409262174416572,0.479961879927014,0.259596555055803,0.441025874566844,"Pih1d2","GSE104036","Mouse"
-0.133808124819912,6.6267948926435,0.259757418382675,0.44121558863272,"Rabl6","GSE104036","Mouse"
0.304180037799006,0.97917797729897,0.259759723263897,0.44121558863272,"Gpx8","GSE104036","Mouse"
0.440271371000319,0.590470465627851,0.259895272609482,0.44140207118282,"Zfp647","GSE104036","Mouse"
-0.328530446971416,1.36916436033319,0.260029576696629,0.441586402051213,"Hist1h2ak","GSE104036","Mouse"
-0.150215632216637,6.41273708946374,0.260095156471484,0.441653999220977,"Pcdh17","GSE104036","Mouse"
0.459795468434139,-0.262376424263265,0.260257193175247,0.4418853552376,"Myh2","GSE104036","Mouse"
-0.144190866852206,5.83267678172008,0.260288362882701,0.441894491032902,"B4galnt4","GSE104036","Mouse"
0.145821642342871,5.02454939773962,0.260340409246863,0.4419390640425,"Arf6","GSE104036","Mouse"
-0.227895296898565,3.37693678495325,0.260522503878489,0.442192027924075,"Aifm1","GSE104036","Mouse"
0.287980633028762,2.23107351649396,0.260541039621912,0.442192027924075,"Gm15728","GSE104036","Mouse"
-0.158361864390987,6.47257786856344,0.260609071833984,0.442263686825325,"D630045J12Rik","GSE104036","Mouse"
0.130399923141498,6.9328253152968,0.260914925235047,0.442738883333584,"Ube3a","GSE104036","Mouse"
0.506722294376429,-0.720041144681939,0.261038025372209,0.442903907788177,"Tcp11","GSE104036","Mouse"
-0.441399390765223,-0.595571243678009,0.261107395951649,0.44297774550807,"Hoga1","GSE104036","Mouse"
0.195975926440782,4.33000784163318,0.261176618715229,0.442984365887793,"Pard3","GSE104036","Mouse"
0.368211992245336,1.0220340278622,0.261179932935492,0.442984365887793,"Ifi35","GSE104036","Mouse"
0.390039841965652,0.191665777488793,0.261188856058615,0.442984365887793,"Tnfsf10","GSE104036","Mouse"
-0.234056037455047,2.6043056596036,0.26126143743244,0.443063611481083,"Ppp1r14c","GSE104036","Mouse"
-0.38457803929707,0.747100752042551,0.261490765762629,0.443408636451524,"2900072N19Rik","GSE104036","Mouse"
-0.456321076594643,-0.231535859001552,0.261886757789019,0.44397735453456,"Gm10293","GSE104036","Mouse"
-0.171282955724773,4.87547139607012,0.261925714910468,0.44397735453456,"Crebl2","GSE104036","Mouse"
-0.152302859928874,5.14578104539129,0.261928268113631,0.44397735453456,"Cog1","GSE104036","Mouse"
0.534166399954322,-0.854691672673121,0.261929797314845,0.44397735453456,"Lrrc74b","GSE104036","Mouse"
-0.543636971430252,-1.15422780924377,0.26214101155395,0.44429141770296,"Ssmem1","GSE104036","Mouse"
0.545699591958491,-1.54621321306726,0.262268239682772,0.444463088415022,"Gm16045","GSE104036","Mouse"
0.149103671927863,5.56903074623974,0.262324352993055,0.444514219594146,"Rdx","GSE104036","Mouse"
0.190598252844912,5.92514764238457,0.262385246247092,0.444545190653621,"Fbxo34","GSE104036","Mouse"
0.159592318769462,5.44722891325274,0.262398957416579,0.444545190653621,"Stx5a","GSE104036","Mouse"
-0.142634297943846,4.8050682561561,0.262439891728004,0.444545190653621,"Sfxn1","GSE104036","Mouse"
-0.512105957091338,-0.472314179173825,0.2624464049403,0.444545190653621,"Chrm5","GSE104036","Mouse"
-0.540065531389103,-1.57191674918193,0.262612889358687,0.44478322221618,"Gm10653","GSE104036","Mouse"
-0.192054269443105,5.49557056855357,0.262803606654923,0.445062245506237,"Fam219a","GSE104036","Mouse"
0.191161489442815,3.76606229792978,0.262886121141536,0.44515798851272,"Crcp","GSE104036","Mouse"
-0.16904963234539,3.93159966182312,0.263001861898133,0.445287304010345,"Camsap3","GSE104036","Mouse"
0.281386601030527,2.05046684649703,0.263025068394304,0.445287304010345,"Atf5","GSE104036","Mouse"
0.25902446521531,3.28665088506001,0.263040448858635,0.445287304010345,"Stom","GSE104036","Mouse"
0.740690568193112,-1.67243072369129,0.263084977256241,0.445318688658074,"Gm13136","GSE104036","Mouse"
0.265702000998716,3.3149443847463,0.263129835075955,0.445350624656903,"Prcp","GSE104036","Mouse"
-0.154506300295544,4.99557403925585,0.263266998545633,0.44553467962939,"Rab28","GSE104036","Mouse"
-0.362425127597245,0.361627355464013,0.26329058453033,0.44553467962939,"Mmp2","GSE104036","Mouse"
0.147797731565623,4.68090425259273,0.263341825457285,0.445570388997858,"Lztfl1","GSE104036","Mouse"
0.43041203673836,0.764933832231099,0.263363694179767,0.445570388997858,"Piezo2","GSE104036","Mouse"
-0.134415842624287,7.03037889046118,0.263401267079421,0.445589960648227,"Rims2","GSE104036","Mouse"
0.371419799953389,0.101529464199616,0.263530865571271,0.445750251699977,"Tspan18","GSE104036","Mouse"
0.317061500090141,4.69292284109231,0.26354804785366,0.445750251699977,"Grasp","GSE104036","Mouse"
0.538355323636965,-1.21749623771884,0.263600200081407,0.445794456020027,"Fcrlb","GSE104036","Mouse"
-0.424722114178451,-0.351070115967278,0.263637069388713,0.445812808050488,"Dlx5","GSE104036","Mouse"
-0.154541822308853,5.52662912682623,0.263687236322333,0.44585364065356,"Atp6v1g1","GSE104036","Mouse"
0.291788579285828,1.90754156398042,0.263756140615444,0.445926144000556,"Zfp811","GSE104036","Mouse"
-0.192932393592473,5.19426703452347,0.263805930313365,0.445966319644781,"Matn2","GSE104036","Mouse"
0.354489832197752,3.95140658810426,0.263853694967436,0.446003064345173,"Rbms3","GSE104036","Mouse"
0.33247889106659,0.815845933092174,0.26388806446166,0.446017161624635,"Tube1","GSE104036","Mouse"
-0.226485386857666,2.40748050293676,0.26400808365243,0.446176004870736,"Chadl","GSE104036","Mouse"
0.143010971085129,5.72804241248444,0.264158519561413,0.446308842930469,"Zc3h14","GSE104036","Mouse"
0.329446127917741,0.630087091282787,0.264158652217825,0.446308842930469,"Psmc3ip","GSE104036","Mouse"
-0.233375751173767,3.07642683550649,0.264164825503403,0.446308842930469,"Plekhg3","GSE104036","Mouse"
0.168676693473279,5.04115676712194,0.264316222015683,0.446504684669368,"Adnp2","GSE104036","Mouse"
-0.288731813200438,2.14559119239656,0.264332857968256,0.446504684669368,"BC048403","GSE104036","Mouse"
0.135498984624075,6.88315183282932,0.264379490006816,0.446527769150706,"Tmed7","GSE104036","Mouse"
0.190862687190895,4.30711269718283,0.264398642883167,0.446527769150706,"Taf5l","GSE104036","Mouse"
0.137119143980405,5.40234856642312,0.264506171768324,0.446665344757095,"Taf2","GSE104036","Mouse"
0.658837408954753,-1.16005390802843,0.264551256669528,0.4466974559551,"Cenpf","GSE104036","Mouse"
-0.176736497698648,4.20086394106916,0.264712992420169,0.446926507549472,"Cfdp1","GSE104036","Mouse"
-0.2205969746976,3.03400117128255,0.264770996960591,0.446980397331992,"Zfp3","GSE104036","Mouse"
-0.212931648945967,3.14098461683127,0.264812799709549,0.447006927694131,"Akr7a5","GSE104036","Mouse"
-0.18517394441704,4.99408579966976,0.264893640511718,0.447066499489237,"Golm1","GSE104036","Mouse"
-0.264695712476455,1.72027602597562,0.26491820745337,0.447066499489237,"Gm9843","GSE104036","Mouse"
-0.159126175283191,5.11480720422014,0.264926363338997,0.447066499489237,"Slc8a3","GSE104036","Mouse"
0.371583397108845,0.0783353228607394,0.265032648676279,0.447193224139872,"Tmem53","GSE104036","Mouse"
0.175488708368235,4.56694352741347,0.2650710973723,0.447193224139872,"Bmpr1b","GSE104036","Mouse"
-0.234958284462479,2.65561074956351,0.265079753579731,0.447193224139872,"Lrrc42","GSE104036","Mouse"
0.370268158653668,-0.0349045871936605,0.265195768177851,0.447344899362815,"Mir654","GSE104036","Mouse"
-0.216436373668564,4.15037479267095,0.265322066036123,0.447513889312822,"Acss1","GSE104036","Mouse"
0.141147164185732,6.69673907185441,0.265377067914625,0.447562604204439,"Qrich1","GSE104036","Mouse"
0.507770573472657,1.33261526529224,0.265404623448112,0.447565025369884,"Gm694","GSE104036","Mouse"
-0.310235779317298,5.29786130880178,0.265486289036599,0.447621857274345,"Kit","GSE104036","Mouse"
-0.163185330631719,4.07693789657375,0.265493354361472,0.447621857274345,"Napepld","GSE104036","Mouse"
0.215989638849524,3.17654680108169,0.265517955530243,0.447621857274345,"Zranb3","GSE104036","Mouse"
0.252622264959832,1.97664986755077,0.26554281757769,0.447621857274345,"Atcayos","GSE104036","Mouse"
-0.160753575131861,5.40155573985629,0.265582788222177,0.447645197342809,"Bpnt1","GSE104036","Mouse"
-0.129188313814338,6.68516894502828,0.265639815614733,0.447697279488388,"Exoc6b","GSE104036","Mouse"
-0.18805307964917,3.66071464062084,0.265710122111928,0.447771729188422,"Akr1b3","GSE104036","Mouse"
-0.161759909536297,6.39576514700482,0.265770837069159,0.447810349992701,"Wasl","GSE104036","Mouse"
0.194234618197251,4.23772294370569,0.26578530839952,0.447810349992701,"Cox19","GSE104036","Mouse"
-0.198824248842456,4.66917628242878,0.265834882059695,0.44784983817647,"Pcdhb19","GSE104036","Mouse"
0.142962892290149,5.6886353572661,0.265895379307847,0.447867653505396,"Asxl1","GSE104036","Mouse"
-0.155356364859965,5.99284601283536,0.265897732075308,0.447867653505396,"Mark2","GSE104036","Mouse"
-0.163689825852446,4.66776320841578,0.265985958468386,0.447941832687905,"Klhl17","GSE104036","Mouse"
-0.469063297541961,-0.956486969444533,0.265994055885581,0.447941832687905,"Cyp4x1os","GSE104036","Mouse"
-0.181646580013899,3.71853115847335,0.266139111715232,0.448142067535426,"Commd9","GSE104036","Mouse"
0.597825503233662,-0.843219495333702,0.266220934140574,0.44816620155625,"Alms1-ps1","GSE104036","Mouse"
-0.322598101377588,3.98259018554759,0.266225209983103,0.44816620155625,"Hba-a1","GSE104036","Mouse"
0.198217056000745,3.13365423307831,0.266231990526848,0.44816620155625,"Gnpda2","GSE104036","Mouse"
-0.168976668193823,4.33410247506186,0.266279787687057,0.44816620155625,"Clvs1","GSE104036","Mouse"
0.566215372492382,-0.890724165079883,0.266284219319765,0.44816620155625,"Hhex","GSE104036","Mouse"
0.320400400348872,2.44891146390468,0.266314248456296,0.448172721203951,"Adam12","GSE104036","Mouse"
-0.16597043822393,5.24812918273606,0.266395629132104,0.448265649138623,"Trim46","GSE104036","Mouse"
0.148353351385408,4.66678571030512,0.266453191395594,0.448318483362481,"Caml","GSE104036","Mouse"
-0.267153296305827,2.32551092179,0.266529580168674,0.448375971886517,"Camkmt","GSE104036","Mouse"
0.25748611494201,3.26291072727495,0.266555037437907,0.448375971886517,"Fam227a","GSE104036","Mouse"
0.297025375266178,2.01210969136741,0.266602852781456,0.448375971886517,"Clec18a","GSE104036","Mouse"
0.213833865888908,3.97179937594807,0.266612117717294,0.448375971886517,"Tspan12","GSE104036","Mouse"
-0.189135854483857,3.5974101517518,0.266662786961781,0.448375971886517,"Rrp8","GSE104036","Mouse"
0.510680787026058,-0.23059966701425,0.266662819663146,0.448375971886517,"4930505A04Rik","GSE104036","Mouse"
0.531215642408875,0.488399044544585,0.26669589642616,0.448375971886517,"Gm14412","GSE104036","Mouse"
-0.220948383493692,2.57178875817246,0.266696697138453,0.448375971886517,"Dnajc4","GSE104036","Mouse"
-0.299003008206709,1.33177285966225,0.266726171310448,0.448381530992301,"B3galt4","GSE104036","Mouse"
-0.297036288796552,1.64936515896854,0.266766791766964,0.448405824693637,"Gm14420","GSE104036","Mouse"
-0.124831894515983,8.0393096404054,0.26686884438193,0.448503856148114,"Map4","GSE104036","Mouse"
0.16263685870769,4.32979802814236,0.266877462345268,0.448503856148114,"Nek6","GSE104036","Mouse"
-0.189605006257779,3.82541764262442,0.267028687644066,0.448655798960095,"Gas2","GSE104036","Mouse"
-0.147926098980587,6.86739419320309,0.267033053286896,0.448655798960095,"Nrsn1","GSE104036","Mouse"
-0.142867872289238,4.67380725552393,0.267046425071141,0.448655798960095,"Lamc2","GSE104036","Mouse"
-0.152695994542617,4.5246252088974,0.26716537504736,0.448790351548027,"Asb3","GSE104036","Mouse"
0.17755973183677,5.01399218051878,0.267178895602067,0.448790351548027,"Aldh6a1","GSE104036","Mouse"
0.419377025654461,0.483630426243689,0.267278267014496,0.448913262624328,"Nudt6","GSE104036","Mouse"
0.143926257508661,5.99332475177247,0.267384859431267,0.449048276620087,"Prpf6","GSE104036","Mouse"
0.163385252801771,5.3193474182812,0.267483256697205,0.449169502499668,"Rbm27","GSE104036","Mouse"
0.232692923002413,2.50199704257056,0.267689724328999,0.449435033982544,"Helb","GSE104036","Mouse"
0.415651483127731,0.151523418495072,0.267693840491733,0.449435033982544,"Gm15681","GSE104036","Mouse"
-0.127977109690007,6.52652400467613,0.267783431014651,0.449456775679765,"Rab11fip3","GSE104036","Mouse"
0.940081371812092,-1.9012469639038,0.26778394381343,0.449456775679765,"Rgs13","GSE104036","Mouse"
-0.215570237664422,2.90192174436291,0.267785481348977,0.449456775679765,"Gcat","GSE104036","Mouse"
0.154802627109846,6.43835130472207,0.268025164751703,0.449750908045787,"Cpeb3","GSE104036","Mouse"
0.279935958783689,3.93950333955569,0.2680256978448,0.449750908045787,"Wee1","GSE104036","Mouse"
0.814682412800631,-1.35851776474697,0.268039467345409,0.449750908045787,"Gm16725","GSE104036","Mouse"
0.195051749426342,4.04264765624337,0.26818388111455,0.449949163115422,"6330416G13Rik","GSE104036","Mouse"
0.176629615152045,5.23014433397102,0.268299168990867,0.450098517785246,"Nup50","GSE104036","Mouse"
0.144025380051516,7.74122323791854,0.268340522523306,0.450123823146045,"Fem1b","GSE104036","Mouse"
-0.157582848760229,4.05775090861525,0.268413250697096,0.450201747327206,"Fam149a","GSE104036","Mouse"
-0.161784563739514,4.95222499569248,0.268515892807958,0.450329825121303,"Use1","GSE104036","Mouse"
0.126370717748389,6.76717469350052,0.268612742391674,0.450448164110525,"Dennd4a","GSE104036","Mouse"
0.163646821627079,4.34424263014454,0.268692401358272,0.45049530671855,"Usp42","GSE104036","Mouse"
-0.159497158827333,4.46996438001071,0.268693436513778,0.45049530671855,"Mogs","GSE104036","Mouse"
0.460305207004544,-0.543008625114536,0.268853739712015,0.450719971623655,"Gm13617","GSE104036","Mouse"
0.188836596989186,3.30927276680468,0.26895092082071,0.450838781868799,"Scamp3","GSE104036","Mouse"
-0.393320322786519,0.248977534402277,0.269081917291111,0.45101424755778,"Cyp2r1","GSE104036","Mouse"
-0.173219568657972,4.70259055605704,0.269117052959865,0.451029020194375,"Msh2","GSE104036","Mouse"
-0.261842434708034,2.96131405485738,0.269356022291222,0.451385373296831,"Slc6a20a","GSE104036","Mouse"
0.164948841696058,3.99464807150061,0.269470267831048,0.451532665684041,"Fam118b","GSE104036","Mouse"
0.145070444677301,8.08499263605313,0.269535396673872,0.45159763586651,"Fam107a","GSE104036","Mouse"
0.129800262401497,7.83039408459733,0.26959319115223,0.451650306061152,"Zfr","GSE104036","Mouse"
0.166003315319625,4.26102044664507,0.269646731492963,0.451695839684419,"Yipf3","GSE104036","Mouse"
-0.223152736822464,2.50544359626492,0.269683752223369,0.451713694462114,"Faim","GSE104036","Mouse"
0.380075353066436,1.1179823823967,0.269737814152172,0.451760086550432,"Tnfrsf18","GSE104036","Mouse"
-0.128205037272308,7.20042657101244,0.26990484922571,0.451995659839967,"Whsc1","GSE104036","Mouse"
-0.183749258996689,5.58320701996261,0.269931549156849,0.451996198065339,"Prkdc","GSE104036","Mouse"
-0.137534459433719,4.74764845508442,0.269958337358987,0.451996883979504,"Plcl1","GSE104036","Mouse"
-0.162814292886234,4.35854709631599,0.270250190444188,0.452355118389875,"Ppp3cc","GSE104036","Mouse"
0.232134426110457,4.0406109524337,0.270272086979458,0.452355118389875,"Lhfpl2","GSE104036","Mouse"
0.295352536961832,5.05350278627616,0.270275277812457,0.452355118389875,"Dusp14","GSE104036","Mouse"
-0.156674431717332,4.45206696302338,0.270319378418125,0.452355118389875,"Ift46","GSE104036","Mouse"
0.542276489640324,-1.45827638224818,0.270319629111978,0.452355118389875,"Gm16105","GSE104036","Mouse"
0.298896256791361,1.07254512197383,0.270330692285516,0.452355118389875,"AA474408","GSE104036","Mouse"
0.153182746650746,4.28235805871379,0.270381843602949,0.452396532578511,"Clk2","GSE104036","Mouse"
0.267166160116316,1.84820479951769,0.270458747613955,0.452464767706046,"Tdrd5","GSE104036","Mouse"
-0.137417444559826,6.59617098155697,0.270494352003003,0.452464767706046,"Mff","GSE104036","Mouse"
0.14355882801696,5.77889790549105,0.2705018430336,0.452464767706046,"Pik3c2a","GSE104036","Mouse"
0.358921839841403,1.47787955965227,0.270562536383757,0.452502030911065,"Cd163","GSE104036","Mouse"
0.308222642272723,1.96048973928393,0.270576936604306,0.452502030911065,"Wtip","GSE104036","Mouse"
0.165194940854475,4.8596861380761,0.270744250623804,0.45273765340479,"Mfsd1","GSE104036","Mouse"
0.498286201568007,-1.49989519191425,0.27103436636088,0.453178558508361,"Gm1848","GSE104036","Mouse"
-0.15486830785742,4.69841543121641,0.271077664719968,0.453206730898298,"Coro1b","GSE104036","Mouse"
-0.144182116456219,5.34795131593209,0.27112287074511,0.453212100571923,"Hsd17b4","GSE104036","Mouse"
-0.208797019437667,3.00474365150919,0.271156557202883,0.453212100571923,"Gemin7","GSE104036","Mouse"
-0.143071989382515,5.85112148309102,0.271160224981813,0.453212100571923,"Tiam2","GSE104036","Mouse"
-0.151921131158565,4.63075213479209,0.271262306785408,0.453338498660682,"Prpf31","GSE104036","Mouse"
0.280321862660459,2.5000316328652,0.271403507429408,0.453530241837616,"Rps4l","GSE104036","Mouse"
-0.161748582690227,5.37560789187899,0.27145332450212,0.453569255518657,"Becn1","GSE104036","Mouse"
0.235580334310185,2.29077484526027,0.27155288695299,0.453691372654006,"Ankrd49","GSE104036","Mouse"
0.483899718064022,-0.970671647981769,0.271594008122792,0.453715835934878,"Gm15952","GSE104036","Mouse"
0.349263341285152,2.01082244539221,0.271621346798948,0.453717272119319,"Fzd8","GSE104036","Mouse"
0.33497515024741,2.46036052015455,0.271733399258129,0.453860200437473,"Tinagl1","GSE104036","Mouse"
-0.449149191561843,0.856906468074581,0.271763568053297,0.453866348790765,"1700123L14Rik","GSE104036","Mouse"
0.207759343055323,3.18355212879063,0.271813117627311,0.453884493741314,"Cep135","GSE104036","Mouse"
-0.179959134472318,4.07898250898123,0.271827410258148,0.453884493741314,"Supt4a","GSE104036","Mouse"
-0.176010016367541,3.93931094249936,0.271896234038756,0.45393011855267,"Cbx1","GSE104036","Mouse"
-0.139129841834912,5.13232603894021,0.27191865548305,0.45393011855267,"Pcyt2","GSE104036","Mouse"
-0.12981087708622,8.35811328098101,0.271944027345207,0.45393011855267,"Arhgap35","GSE104036","Mouse"
-0.321446320735536,3.84363059071047,0.271960700149501,0.45393011855267,"Xdh","GSE104036","Mouse"
-0.232428636270605,2.5446013624037,0.272031256828857,0.454003660832032,"Zfp758","GSE104036","Mouse"
-0.154152358402963,4.03780060314615,0.27212266322305,0.454111982306873,"Trim11","GSE104036","Mouse"
0.15872873454862,4.62175124845535,0.272215058607522,0.454221932928221,"Fuca2","GSE104036","Mouse"
0.43726439371432,0.439259494272206,0.272248642125703,0.454233737373313,"Pou5f2","GSE104036","Mouse"
-0.124720359970277,6.83083121482901,0.27233885466062,0.454330103871665,"Zmynd11","GSE104036","Mouse"
-0.252447051715771,1.90404900771489,0.272359429645156,0.454330103871665,"Paox","GSE104036","Mouse"
0.126707877075836,6.78217072707688,0.272456271298575,0.454434312847061,"Rpl10","GSE104036","Mouse"
0.245044898850741,2.91728186666683,0.272483783639054,0.454434312847061,"Zufsp","GSE104036","Mouse"
0.218914072967048,2.30428934907606,0.272510065655701,0.454434312847061,"Rnf182","GSE104036","Mouse"
0.621520469135463,-0.455477174318955,0.272527983590102,0.454434312847061,"Hsbp1l1","GSE104036","Mouse"
0.475651660805964,0.609883097041522,0.272617710078951,0.454539696623803,"Sncaip","GSE104036","Mouse"
-0.166484271242883,6.54191177252158,0.272731499631257,0.454685176705739,"Zfp706","GSE104036","Mouse"
-0.137788887567331,6.45035380041261,0.272852743920806,0.45484305546094,"Crtc1","GSE104036","Mouse"
0.147571405336413,5.6924661466852,0.272969087548363,0.454945738010552,"Ddhd1","GSE104036","Mouse"
-0.136679012612663,6.10830133422021,0.272983017625088,0.454945738010552,"Srgap2","GSE104036","Mouse"
-0.144506149365077,5.04308292275452,0.272993993476773,0.454945738010552,"Stac2","GSE104036","Mouse"
-0.182216208633437,5.56361575609974,0.273059225008665,0.455010193574197,"Ccsap","GSE104036","Mouse"
-0.1327275863672,5.40542461239656,0.273236269901079,0.45526093784082,"Gga3","GSE104036","Mouse"
0.260229372413837,2.3431000621698,0.273363622266121,0.45542884467963,"Bag2","GSE104036","Mouse"
-0.205477019275282,2.62588655016454,0.27348318749273,0.455572809082415,"Ascc1","GSE104036","Mouse"
-0.249300728118054,2.38211212368543,0.273503209047611,0.455572809082415,"Acn9","GSE104036","Mouse"
0.486801675850861,-1.08507294455964,0.273833462691897,0.456078575352416,"Artn","GSE104036","Mouse"
0.173746028684266,4.01256023540493,0.273978913132969,0.456276477454896,"Nsa2","GSE104036","Mouse"
0.468131381073033,-1.08029035067145,0.274039750844375,0.456333443218501,"Il3ra","GSE104036","Mouse"
-0.16414355964906,8.57966632642699,0.274088565918077,0.456370379652731,"Ndrg2","GSE104036","Mouse"
-0.244086715292859,1.95543172821348,0.274126907630399,0.456370874063259,"Tymp","GSE104036","Mouse"
-0.451562664570182,-1.09392771897223,0.274142130535928,0.456370874063259,"Rassf9","GSE104036","Mouse"
-0.180977601722269,4.71953646216615,0.274215319162214,0.456430024129076,"Acot11","GSE104036","Mouse"
0.165207754619066,4.14810253024522,0.274230936586451,0.456430024129076,"Dazap1","GSE104036","Mouse"
0.412343894023713,-0.0475924219545655,0.274495410229644,0.456825840548266,"Tbx15","GSE104036","Mouse"
0.278633551203751,1.86415600649513,0.274687371817355,0.457100914449877,"Cep128","GSE104036","Mouse"
0.355898427526049,1.65554983351593,0.274762669697961,0.457181816398773,"Arhgef5","GSE104036","Mouse"
-0.223793505639936,2.59691065455864,0.274815824264424,0.457202645198296,"BC068281","GSE104036","Mouse"
-0.24490474299271,3.64394009541093,0.27482855240983,0.457202645198296,"Hist1h4k","GSE104036","Mouse"
-0.293348791373057,2.29656821863184,0.274919138581929,0.457308944723944,"Gm12183","GSE104036","Mouse"
0.396788607804137,0.351956639029753,0.274969702145135,0.457311594771069,"Galnt2","GSE104036","Mouse"
0.146028012682926,5.00577015757128,0.274979840081544,0.457311594771069,"Nae1","GSE104036","Mouse"
-0.124752924804813,8.0131790368483,0.275017538888749,0.457311594771069,"Ddb1","GSE104036","Mouse"
0.46337011599857,-1.0752488870391,0.275027486671483,0.457311594771069,"Gm10912","GSE104036","Mouse"
-0.173977750166297,3.78166816129432,0.275168941747995,0.457486404181735,"Evl","GSE104036","Mouse"
0.171900765214694,4.87640835066499,0.275205764789858,0.457486404181735,"Amot","GSE104036","Mouse"
-0.165419596014244,4.9821757298618,0.275252425336768,0.457486404181735,"Gtpbp1","GSE104036","Mouse"
-0.138873847683002,5.54196842743104,0.27525958915738,0.457486404181735,"Armc8","GSE104036","Mouse"
0.165190487990106,4.44699485129276,0.275266111882912,0.457486404181735,"Alms1","GSE104036","Mouse"
0.328903591747943,0.815073520436274,0.275343709209894,0.457570988004223,"Nek11","GSE104036","Mouse"
0.344379094991385,0.197497834082424,0.275405358888842,0.457629055911589,"C230012O17Rik","GSE104036","Mouse"
