"pathway_name","source","target","prob","n_interactions"
"NTS","GABAergic 1","Glutamatergic 3",0.0180261623255709,1
"ACTIVIN","Glutamatergic 8","GABAergic 2",0.0180254870127112,1
"KIT","VLMC","Glutamatergic 7",0.0180240356349113,1
"CEACAM","GABAergic 4","Glutamatergic 1",0.0180219684354944,1
"CEACAM","Glutamatergic 1","GABAergic 4",0.0180219684354944,1
"EPO","Glutamatergic 10","GABAergic 1",0.0180195699609223,1
"SELE","PER/Endo","PER/Endo",0.0180121276201639,1
"CD46","Glutamatergic 6","GABAergic 1",0.0180001171541548,1
"EPO","MG","VLMC",0.0179991208829951,1
"HSPG","VLMC","OLIGO",0.0179802493747794,1
"ANGPT","ASTRO","Glutamatergic 10",0.017976389117615,1
"SELE","PER/Endo","MG",0.0179754760421586,1
"CSF","VLMC","Glutamatergic 6",0.0179742589604152,1
"IGF","Glutamatergic 9","Glutamatergic 5",0.0179654988426298,1
"CypA","Glutamatergic 10","EPEN",0.0179653005734127,1
"Adenosine","GABAergic 1","Glutamatergic 7",0.0179562096927537,1
"CX3C","OPC","OPC",0.0179549387463172,1
"PSAP","Glutamatergic 8","Glutamatergic 9",0.0179514831439839,1
"IGFBP","PER/Endo","Glutamatergic 10",0.0179383583522504,1
"CEACAM","Glutamatergic 6","Glutamatergic 9",0.0179370248772667,1
"CEACAM","Glutamatergic 9","Glutamatergic 6",0.0179370248772667,1
"SEMA7","GABAergic 3","VLMC",0.0179348526725972,1
"TGFb","Glutamatergic 5","Glutamatergic 5",0.0179341365886293,1
"ACTIVIN","Glutamatergic 6","GABAergic 4",0.0179311138771864,1
"ENHO","GABAergic 5","NB",0.0179301472507046,1
"Adrenaline","Glutamatergic 7","GABAergic 2",0.0179288383247009,1
"Noradrenaline","Glutamatergic 7","GABAergic 2",0.0179288383247009,1
"CX3C","GABAergic 6","ASTRO",0.0179276192163431,1
"OPIOID","EPEN","Glutamatergic 8",0.0179229093520031,1
"NTS","GABAergic 3","ASTRO",0.0179201584958056,1
"ENHO","ASTRO","Glutamatergic 10",0.0179128901123739,1
"GRN","Neuro 1","GABAergic 4",0.0179073251642863,1
"Ach","MG","Glutamatergic 3",0.0179050165321414,1
"CypA","Glutamatergic 7","Glutamatergic 2",0.0178977992746687,1
"Adrenaline","Glutamatergic 3","Glutamatergic 1",0.0178960414830297,1
"Noradrenaline","Glutamatergic 3","Glutamatergic 1",0.0178960414830297,1
"ADGRG","ASTRO","Glutamatergic 7",0.0178954680236033,1
"LIFR","MG","ASTRO",0.017894750530371,1
"TAC","GABAergic 6","Neuro 1",0.0178921126975368,1
"NTS","GABAergic 1","OLIGO",0.0178874581154985,1
"NTS","GABAergic 2","Glutamatergic 10",0.0178852336225142,1
"TULP","VLMC","OLIGO",0.0178812167571632,1
"ADGRG","OPC","Glutamatergic 2",0.0178810616730499,1
"CX3C","Glutamatergic 9","PER/Endo",0.0178805982423075,1
"THY1","Glutamatergic 7","Glutamatergic 3",0.0178779734970952,1
"KIT","EPEN","GABAergic 2",0.0178771068415958,1
"ncWNT","Glutamatergic 9","Glutamatergic 10",0.0178695611950995,1
"IL1","NB","Glutamatergic 10",0.0178652813879585,1
"EPO","Glutamatergic 2","GABAergic 6",0.0178631922560923,1
"CEACAM","EPEN","EPEN",0.0178630409905339,1
"ApoE","NB","VLMC",0.0178597775698259,1
"IL1","GABAergic 6","Glutamatergic 8",0.0178595154739155,1
"CypA","Glutamatergic 9","Glutamatergic 5",0.0178537453874446,1
"TGFb","Glutamatergic 5","GABAergic 6",0.0178508992156867,1
"CX3C","PER/Endo","GABAergic 1",0.0178495594355655,1
"CypA","MG","Glutamatergic 2",0.0178493740857158,1
"GRN","GABAergic 4","Glutamatergic 10",0.0178460376878598,1
"CDH5","GABAergic 4","PER/Endo",0.0178303669126109,1
"CDH5","PER/Endo","GABAergic 4",0.0178303669126109,1
"CX3C","ASTRO","OPC",0.0178245353675008,1
"L1CAM","Glutamatergic 3","GABAergic 6",0.0178239448019061,1
"TULP","VLMC","GABAergic 3",0.0178235304831181,1
"GRN","Glutamatergic 2","Glutamatergic 7",0.0178199149928248,1
"CCK","OLIGO","GABAergic 2",0.0178179547600038,1
"PROS","OLIGO","OLIGO",0.0178098814514901,1
"ncWNT","Glutamatergic 8","Glutamatergic 6",0.017805454500444,1
"ADGRA","PER/Endo","GABAergic 5",0.0177952000439767,1
"EPO","OLIGO","VLMC",0.0177951829800438,1
"PROS","PER/Endo","Neuro 1",0.0177941468800496,1
"ADGRG","NB","Glutamatergic 3",0.0177866795242165,1
"NTS","VLMC","Neuro 1",0.017785914519244,1
"IGF","Glutamatergic 8","Glutamatergic 4",0.0177828437998486,1
"ENHO","PER/Endo","GABAergic 5",0.0177821171745941,1
"ANGPT","Glutamatergic 3","GABAergic 5",0.0177813255645711,1
"VWF","ASTRO","MG",0.0177803933923196,1
"EGF","Glutamatergic 2","GABAergic 6",0.0177763815123746,1
"ESAM","GABAergic 4","PER/Endo",0.0177735015068002,1
"ESAM","PER/Endo","GABAergic 4",0.0177735015068002,1
"MK","Glutamatergic 5","Glutamatergic 2",0.017767168413627,1
"CSF","Glutamatergic 9","OPC",0.0177651876595617,1
"IGF","Glutamatergic 2","PER/Endo",0.0177630930649957,1
"VISFATIN","Glutamatergic 2","Glutamatergic 2",0.0177615039010516,1
"SEMA7","Glutamatergic 4","GABAergic 5",0.0177583423336861,1
"PROS","OLIGO","GABAergic 3",0.0177524253110007,1
"CCK","ASTRO","GABAergic 2",0.0177510291001545,1
"L1CAM","GABAergic 5","GABAergic 4",0.0177503562250124,1
"EGF","GABAergic 1","Glutamatergic 1",0.0177477231889598,1
"NTS","GABAergic 2","Glutamatergic 5",0.0177449797285397,1
"KIT","Glutamatergic 4","OPC",0.017744860055841,1
"MPZ","Glutamatergic 5","Glutamatergic 9",0.0177425201746497,1
"MPZ","Glutamatergic 9","Glutamatergic 5",0.0177425201746497,1
"IL1","OPC","PER/Endo",0.0177417792069377,1
"GAS","Glutamatergic 9","GABAergic 4",0.017732857004239,1
"DESMOSOME","EPEN","GABAergic 5",0.0177248729969438,1
"IGF","ASTRO","Glutamatergic 4",0.0177223409170911,1
"IGF","Glutamatergic 9","Glutamatergic 9",0.017721174642371,1
"PROS","Glutamatergic 8","Glutamatergic 2",0.0177183167146822,1
"PDGF","Glutamatergic 3","GABAergic 5",0.0177175545996984,1
"IGFBP","PER/Endo","GABAergic 2",0.017714744080385,1
"GAS","GABAergic 5","GABAergic 1",0.0177145500778116,1
"EPO","GABAergic 4","GABAergic 6",0.0177135928702729,1
"CX3C","Glutamatergic 2","Glutamatergic 5",0.0177133003709859,1
"JAM","GABAergic 2","GABAergic 5",0.0177112685754686,1
"MPZ","ASTRO","Glutamatergic 5",0.0177106621609478,1
"MPZ","Glutamatergic 5","ASTRO",0.0177106621609478,1
"Adrenaline","OPC","GABAergic 4",0.0177105997183925,1
"Noradrenaline","OPC","GABAergic 4",0.0177105997183925,1
"ADGRE","NB","Glutamatergic 8",0.0177083749354063,1
"IL1","VLMC","Neuro 1",0.0177075105821799,1
"GRN","GABAergic 4","Glutamatergic 5",0.0177060911637849,1
"CX3C","PER/Endo","OLIGO",0.017704704861647,1
"L1CAM","GABAergic 4","GABAergic 6",0.0177006381200517,1
"L1CAM","GABAergic 6","GABAergic 4",0.0177006381200517,1
"CX3C","EPEN","NB",0.0176973518638616,1
"GALECTIN","VLMC","EPEN",0.0176959160177013,1
"THY1","GABAergic 4","GABAergic 3",0.0176947811927229,1
"TGFb","OLIGO","Glutamatergic 8",0.0176945287180687,1
"CCL","Glutamatergic 10","MG",0.0176920215019922,1
"VISFATIN","Neuro 1","Glutamatergic 8",0.0176850722353477,1
"CypA","ASTRO","Glutamatergic 2",0.0176827783775896,1
"GAS","NB","Glutamatergic 4",0.0176796685610865,1
"CLDN","OPC","PER/Endo",0.0176793875570506,1
"CLDN","PER/Endo","OPC",0.0176793875570506,1
"Adenosine","ASTRO","ASTRO",0.0176789441025409,1
"CD46","GABAergic 1","MG",0.0176773517240067,1
"CypA","GABAergic 1","GABAergic 1",0.0176749691022041,1
"SEMA7","Neuro 1","GABAergic 6",0.017673183652057,1
"MIF","NB","Glutamatergic 7",0.0176726020558403,1
"SPP1","Glutamatergic 4","Glutamatergic 7",0.0176633434624318,1
"TGFb","Glutamatergic 1","Glutamatergic 2",0.0176588406073214,1
"HSPG","OPC","Glutamatergic 8",0.0176573112514732,1
"VISFATIN","Glutamatergic 4","NB",0.0176533728389306,1
"EDA","Glutamatergic 7","EPEN",0.0176515276990777,1
"Dopamine","OLIGO","GABAergic 5",0.0176500043172343,1
"SOMATOSTATIN","GABAergic 2","VLMC",0.0176430130658258,1
"CypA","NB","GABAergic 6",0.0176424129607797,1
"SELE","PER/Endo","Glutamatergic 4",0.0176398529773185,1
"CEACAM","Glutamatergic 6","Neuro 1",0.0176380518156294,1
"CEACAM","Neuro 1","Glutamatergic 6",0.0176380518156294,1
"ANGPT","VLMC","ASTRO",0.0176344983211722,1
"CX3C","MG","Neuro 1",0.0176332401597884,1
"CD39","GABAergic 4","Glutamatergic 1",0.0176331087889432,1
"L1CAM","Glutamatergic 8","NB",0.0176317781682642,1
"OPIOID","EPEN","GABAergic 2",0.0176311549345011,1
"SEMA7","Glutamatergic 10","GABAergic 5",0.0176197655133066,1
"SELE","PER/Endo","Glutamatergic 6",0.0176161594270674,1
"CD200","OLIGO","MG",0.0176145688703449,1
"CX3C","Glutamatergic 10","PER/Endo",0.0176132399012841,1
"PARs","Glutamatergic 3","GABAergic 1",0.0175988911314653,1
"CypA","Glutamatergic 3","Glutamatergic 5",0.0175981249518612,1
"KIT","Glutamatergic 5","GABAergic 6",0.0175971746621651,1
"CypA","NB","Glutamatergic 1",0.0175927075273441,1
"MK","OPC","Glutamatergic 2",0.0175876739111909,1
"CX3C","PER/Endo","GABAergic 6",0.0175659986140542,1
"ApoE","NB","PER/Endo",0.0175625907059663,1
"IL1","OPC","ASTRO",0.0175617050615047,1
"RELN","GABAergic 3","MG",0.0175569861167235,1
"PMCH","GABAergic 4","PER/Endo",0.0175554726353426,1
"CX3C","Neuro 1","Glutamatergic 6",0.017552240493646,1
"NOTCH","GABAergic 6","EPEN",0.0175498125314088,1
"TULP","Glutamatergic 6","GABAergic 1",0.0175490952562357,1
"Ach","Glutamatergic 6","Glutamatergic 2",0.0175473874716155,1
"VISFATIN","Glutamatergic 2","ASTRO",0.0175468002900239,1
"CD39","VLMC","Glutamatergic 7",0.0175447163840549,1
"Adenosine","Glutamatergic 1","GABAergic 3",0.0175386983325587,1
"TULP","VLMC","Glutamatergic 3",0.0175375498530495,1
"EDA","GABAergic 3","PER/Endo",0.0175300164672355,1
"Ach","Glutamatergic 1","VLMC",0.017528737128995,1
"CX3C","OLIGO","Glutamatergic 4",0.0175164457412538,1
"NTS","GABAergic 2","Glutamatergic 6",0.017515998764973,1
"CypA","GABAergic 4","Glutamatergic 6",0.0175110899193728,1
"NTS","OLIGO","GABAergic 3",0.0175106252213428,1
"PSAP","PER/Endo","Glutamatergic 2",0.0175087091587431,1
"EGF","Glutamatergic 1","MG",0.0175042115937677,1
"CEACAM","Glutamatergic 2","Glutamatergic 7",0.0175038647475988,1
"CEACAM","Glutamatergic 7","Glutamatergic 2",0.0175038647475988,1
"CD80","VLMC","VLMC",0.0175036538044004,1
"THY1","GABAergic 6","GABAergic 3",0.0174930971460584,1
"MPZ","Glutamatergic 4","Glutamatergic 4",0.0174889207484266,1
"GAP","Glutamatergic 4","PER/Endo",0.0174884416553973,1
"GAP","PER/Endo","Glutamatergic 4",0.0174884416553973,1
"PROS","ASTRO","NB",0.0174815842279077,1
"CD39","PER/Endo","Neuro 1",0.0174814086049462,1
"TGFb","Glutamatergic 10","Glutamatergic 1",0.0174776475818903,1
"GRN","GABAergic 4","Glutamatergic 6",0.0174776120176993,1
"THY1","Glutamatergic 1","Glutamatergic 7",0.017475820968275,1
"GRN","Glutamatergic 3","GABAergic 5",0.0174754950819903,1
"ncWNT","OLIGO","ASTRO",0.0174750165016504,1
"ADGRG","NB","Glutamatergic 1",0.0174686606448098,1
"CX3C","Glutamatergic 4","Glutamatergic 5",0.017468547905565,1
"PROS","OLIGO","Glutamatergic 3",0.0174675855717305,1
"Adrenaline","Glutamatergic 5","ASTRO",0.0174645819462268,1
"Noradrenaline","Glutamatergic 5","ASTRO",0.0174645819462268,1
"CX3C","VLMC","Glutamatergic 10",0.0174633737060518,1
"NTS","GABAergic 1","MG",0.0174595856009023,1
"CD6","PER/Endo","GABAergic 1",0.0174585261464991,1
"MPZ","Glutamatergic 4","Neuro 1",0.0174531988772806,1
"MPZ","Neuro 1","Glutamatergic 4",0.0174531988772806,1
"Ach","GABAergic 2","Glutamatergic 2",0.017448012761657,1
"TULP","VLMC","Glutamatergic 6",0.0174474307164346,1
"Adenosine","Glutamatergic 3","GABAergic 1",0.0174463658822019,1
"TAC","GABAergic 6","GABAergic 2",0.0174413507847309,1
"PSAP","Neuro 1","Glutamatergic 9",0.0174366039227997,1
"EGF","GABAergic 2","NB",0.0174315254760882,1
"CSPG4","MG","Neuro 1",0.0174232262234413,1
"NTS","VLMC","GABAergic 2",0.0174224275558356,1
"GAS","PER/Endo","Neuro 1",0.0174214730156085,1
"MPZ","Neuro 1","Neuro 1",0.0174175499695893,1
"Ach","OPC","NB",0.0174170500575729,1
"THY1","OPC","Glutamatergic 6",0.0174148094422751,1
"ANGPT","NB","GABAergic 6",0.0174121933495393,1
"CX3C","Neuro 1","Glutamatergic 9",0.0174081285295445,1
"ACTIVIN","NB","OPC",0.0173953760052407,1
"MK","OLIGO","NB",0.0173877778550121,1
"EGF","Glutamatergic 4","EPEN",0.0173877500937037,1
"KIT","Glutamatergic 1","Glutamatergic 6",0.0173875020165867,1
"CX3C","Glutamatergic 5","VLMC",0.0173863543574608,1
"L1CAM","GABAergic 5","PER/Endo",0.0173858289975816,1
"SEMA7","MG","Glutamatergic 4",0.0173829666538426,1
"VISFATIN","ASTRO","Glutamatergic 8",0.0173805480555109,1
"PROS","OLIGO","Glutamatergic 6",0.0173778259562961,1
"ADGRE","Glutamatergic 5","MG",0.0173738690576713,1
"TGFb","GABAergic 1","Glutamatergic 8",0.0173715404575016,1
"CEACAM","GABAergic 5","Glutamatergic 7",0.0173693222664334,1
"CEACAM","Glutamatergic 7","GABAergic 5",0.0173693222664334,1
"OPIOID","VLMC","VLMC",0.0173676905778721,1
"ADGRA","GABAergic 6","OPC",0.0173671503322754,1
"CSPG4","EPEN","Glutamatergic 4",0.0173636424685079,1
"THY1","Glutamatergic 2","Glutamatergic 1",0.0173634941204162,1
"GRN","GABAergic 1","GABAergic 3",0.0173623007582817,1
"NPY","ASTRO","GABAergic 3",0.0173611040016767,1
"ANGPT","GABAergic 5","GABAergic 6",0.0173589002536453,1
"IL1","VLMC","Glutamatergic 10",0.0173575980515097,1
"CD39","Glutamatergic 8","GABAergic 1",0.0173502344935928,1
"THY1","VLMC","Glutamatergic 3",0.0173461158298769,1
"CX3C","VLMC","Glutamatergic 1",0.0173459824991204,1
"CypA","NB","Glutamatergic 10",0.0173441394605046,1
"CLDN","NB","PER/Endo",0.0173385367108441,1
"CLDN","PER/Endo","NB",0.0173385367108441,1
"L1CAM","GABAergic 6","PER/Endo",0.0173371319201837,1
"CypA","Glutamatergic 8","EPEN",0.017335847931585,1
"AGRN","GABAergic 4","OLIGO",0.0173319299164162,1
"MPZ","Glutamatergic 2","Glutamatergic 3",0.0173309466467093,1
"MPZ","Glutamatergic 3","Glutamatergic 2",0.0173309466467093,1
"CD46","Glutamatergic 4","GABAergic 1",0.0173306007083862,1
"PDGF","VLMC","GABAergic 4",0.0173296118822363,1
"SEMA7","Glutamatergic 4","OLIGO",0.0173273048015719,1
"ncWNT","Glutamatergic 3","Glutamatergic 10",0.0173272814550043,1
"CX3C","OLIGO","ASTRO",0.0173272187233748,1
"IL1","Glutamatergic 10","GABAergic 4",0.0173259928493921,1
"SEMA7","Neuro 1","Glutamatergic 7",0.0173245018790192,1
"EDN","PER/Endo","Glutamatergic 7",0.0173238490833938,1
"CSPG4","MG","GABAergic 2",0.01732303168351,1
"EPO","Glutamatergic 7","GABAergic 6",0.0173169768276822,1
"VWF","MG","MG",0.0173116983480105,1
"PROS","EPEN","Glutamatergic 8",0.017309447174184,1
"EPO","GABAergic 3","GABAergic 6",0.0173053927807124,1
"ENHO","ASTRO","Neuro 1",0.0173034311553535,1
"CypA","OPC","Glutamatergic 6",0.0173021318391458,1
"THY1","GABAergic 4","GABAergic 2",0.0172999542366262,1
"VISFATIN","GABAergic 1","Glutamatergic 1",0.0172978825438752,1
"IL1","Glutamatergic 7","GABAergic 4",0.0172947763719293,1
"PECAM2","MG","PER/Endo",0.0172852589691541,1
"ADGRG","NB","GABAergic 3",0.0172834238030526,1
"RELN","Glutamatergic 9","Glutamatergic 2",0.0172821573201801,1
"TGFb","Glutamatergic 1","Glutamatergic 4",0.0172800638073458,1
"CypA","Neuro 1","Glutamatergic 5",0.0172792126194366,1
"CX3C","Glutamatergic 9","NB",0.0172782209375523,1
"Adrenaline","GABAergic 3","Glutamatergic 10",0.0172771756362063,1
"Noradrenaline","GABAergic 3","Glutamatergic 10",0.0172771756362063,1
"CypA","VLMC","Glutamatergic 6",0.0172720247695806,1
"OCLN","Glutamatergic 5","PER/Endo",0.0172715140133454,1
"OCLN","PER/Endo","Glutamatergic 5",0.0172715140133454,1
"CD39","Glutamatergic 9","Glutamatergic 3",0.0172713212591862,1
"ApoE","MG","GABAergic 3",0.0172701922155977,1
"SEMA7","GABAergic 2","GABAergic 6",0.0172633600505905,1
"FN1","Glutamatergic 2","Glutamatergic 7",0.0172617359392062,1
"VISFATIN","GABAergic 1","GABAergic 4",0.0172568209803357,1
"EGF","Glutamatergic 2","OPC",0.0172554632822581,1
"ncWNT","GABAergic 3","OLIGO",0.0172405078678,1
"GAS","ASTRO","Glutamatergic 8",0.0172396838238283,1
"TGFb","Glutamatergic 10","GABAergic 4",0.0172389209740974,1
"Adenosine","OLIGO","OPC",0.0172314562695676,1
"CCK","OLIGO","GABAergic 5",0.0172298899946856,1
"PDGF","GABAergic 5","NB",0.0172252455718617,1
"VISFATIN","OLIGO","Glutamatergic 2",0.0172194380980857,1
"IGF","GABAergic 3","GABAergic 5",0.0172144612957108,1
"SLIT","GABAergic 5","Glutamatergic 9",0.0172143273097667,1
"GAS","Glutamatergic 10","GABAergic 5",0.0172107854617306,1
"MK","NB","OLIGO",0.0172041015579576,1
"CSF","Glutamatergic 8","PER/Endo",0.0171968727527284,1
"SEMA7","Glutamatergic 10","OLIGO",0.0171920915727677,1
"PSAP","GABAergic 2","GABAergic 6",0.0171919111495329,1
"Adrenaline","Glutamatergic 5","NB",0.0171911302593015,1
"Noradrenaline","Glutamatergic 5","NB",0.0171911302593015,1
"MIF","OPC","OPC",0.0171859982692767,1
"MAG","OPC","PER/Endo",0.0171857962395292,1
"MAG","PER/Endo","OPC",0.0171857962395292,1
"CypA","Glutamatergic 6","Glutamatergic 2",0.0171716693641346,1
"EPO","Glutamatergic 4","Glutamatergic 9",0.0171707803128558,1
"PDGF","PER/Endo","GABAergic 3",0.0171707504166873,1
"L1CAM","Glutamatergic 6","GABAergic 4",0.0171682800570944,1
"PROS","Glutamatergic 4","Glutamatergic 9",0.0171657558871801,1
"CCK","ASTRO","GABAergic 5",0.017165173153019,1
"ANGPT","OLIGO","VLMC",0.0171624101634037,1
"VISFATIN","Glutamatergic 5","Neuro 1",0.0171617669351559,1
"ACTIVIN","GABAergic 2","VLMC",0.0171597575803765,1
"EPO","Glutamatergic 5","Glutamatergic 9",0.0171559883359282,1
"EPO","GABAergic 5","GABAergic 1",0.0171481481964418,1
"Adenosine","Glutamatergic 10","GABAergic 5",0.0171432712052984,1
"CSPG4","GABAergic 5","VLMC",0.0171325983804061,1
"EGF","Glutamatergic 5","OLIGO",0.0171320986677832,1
"ANGPT","Glutamatergic 7","OLIGO",0.0171306530143248,1
"IL1","OPC","MG",0.0171229505894883,1
"Ach","Glutamatergic 10","EPEN",0.017122489928054,1
"TAC","Glutamatergic 8","Neuro 1",0.0171161954493419,1
"PACAP","Glutamatergic 6","OPC",0.017107135485609,1
"THY1","GABAergic 6","GABAergic 2",0.0171027704037463,1
"MK","Glutamatergic 4","Glutamatergic 8",0.0171020861276307,1
"KIT","GABAergic 1","Glutamatergic 3",0.0170994736252944,1
"GAP","GABAergic 1","VLMC",0.0170972167392841,1
"ApoA","Glutamatergic 10","PER/Endo",0.0170971182286896,1
"GDNF","EPEN","Glutamatergic 3",0.0170911271158584,1
"PACAP","Glutamatergic 8","OPC",0.0170892527077761,1
"CD39","Glutamatergic 7","GABAergic 5",0.0170878693099574,1
"ENHO","ASTRO","Glutamatergic 1",0.0170866178524153,1
"EGF","Glutamatergic 8","GABAergic 5",0.0170822016234611,1
"THY1","NB","Glutamatergic 6",0.0170712735404733,1
"NTS","GABAergic 2","GABAergic 1",0.0170693446491917,1
"HH","Neuro 1","ASTRO",0.0170693389736963,1
"MK","GABAergic 4","OLIGO",0.0170666187641818,1
"VISFATIN","Glutamatergic 1","OLIGO",0.0170454798333627,1
"FN1","GABAergic 6","Glutamatergic 7",0.0170452783329796,1
"EPO","GABAergic 6","Glutamatergic 2",0.0170385802520904,1
"HGF","VLMC","Glutamatergic 10",0.0170385338695252,1
"EGF","Glutamatergic 10","GABAergic 1",0.0170365916697731,1
"GRN","GABAergic 4","GABAergic 1",0.0170319367555301,1
"VISFATIN","Glutamatergic 3","Glutamatergic 7",0.0170260323314823,1
"SEMA7","Neuro 1","Neuro 1",0.0170237727005428,1
"KIT","Glutamatergic 2","Neuro 1",0.0170215079388441,1
"CX3C","Glutamatergic 10","NB",0.0170198695992415,1
"ANGPT","Glutamatergic 9","Glutamatergic 10",0.0170194561050293,1
"ANGPT","NB","Glutamatergic 10",0.0170173004116383,1
"CD46","Glutamatergic 9","GABAergic 3",0.0170143527684256,1
"VISFATIN","OLIGO","ASTRO",0.0170112870563653,1
"PSAP","GABAergic 6","GABAergic 5",0.0170087305104832,1
"SLIT","GABAergic 5","GABAergic 6",0.0170081260956108,1
"ESAM","ASTRO","PER/Endo",0.0170080692745388,1
"ESAM","PER/Endo","ASTRO",0.0170080692745388,1
"GAS","VLMC","GABAergic 5",0.0170078296971206,1
"SEMA5","Glutamatergic 5","GABAergic 3",0.0170062834976655,1
"RELN","Glutamatergic 9","Neuro 1",0.0170000960622942,1
"VISFATIN","GABAergic 1","OPC",0.0169864314577955,1
"VISFATIN","Glutamatergic 3","Glutamatergic 4",0.0169819762559073,1
"CD39","OPC","Glutamatergic 4",0.0169815567074799,1
"TULP","Glutamatergic 7","OLIGO",0.016980811763026,1
"GRN","Neuro 1","GABAergic 6",0.0169792148787083,1
"EPO","Neuro 1","GABAergic 1",0.0169740386540137,1
"NTS","PER/Endo","PER/Endo",0.0169738306955285,1
"CypA","Glutamatergic 4","Glutamatergic 3",0.0169731905043122,1
"EPO","OPC","VLMC",0.0169716803989371,1
"Adrenaline","Glutamatergic 5","GABAergic 6",0.0169666603454634,1
"Noradrenaline","Glutamatergic 5","GABAergic 6",0.0169666603454634,1
"ANGPT","GABAergic 5","Glutamatergic 10",0.0169652159553904,1
"NTS","ASTRO","Glutamatergic 8",0.0169634132747703,1
"GDNF","EPEN","Glutamatergic 6",0.0169630179241111,1
"ACTIVIN","GABAergic 6","ASTRO",0.0169620018965154,1
"PSAP","GABAergic 1","GABAergic 6",0.0169599721114914,1
"SOMATOSTATIN","PER/Endo","Glutamatergic 8",0.0169582987447507,1
"Adenosine","OLIGO","Glutamatergic 10",0.0169428304525993,1
"Adenosine","GABAergic 1","Glutamatergic 3",0.0169422326090399,1
"KIT","Glutamatergic 1","ASTRO",0.0169388000812105,1
"FN1","GABAergic 2","GABAergic 5",0.0169314743413569,1
"PACAP","Glutamatergic 6","GABAergic 3",0.0169265880302734,1
"TAC","GABAergic 5","Glutamatergic 7",0.0169232276611284,1
"SEMA7","GABAergic 2","Glutamatergic 7",0.0169227638620634,1
"SEMA4","VLMC","GABAergic 6",0.0169194431330509,1
"ADGRE","EPEN","GABAergic 4",0.0169189698873543,1
"KIT","Neuro 1","VLMC",0.0169181622003918,1
"Ach","Glutamatergic 6","Glutamatergic 7",0.0169153750960927,1
"CSF","GABAergic 3","PER/Endo",0.0169125945350236,1
"Adrenaline","NB","OPC",0.0169108744181602,1
"Noradrenaline","NB","OPC",0.0169108744181602,1
"PACAP","Glutamatergic 8","GABAergic 3",0.0169088939859684,1
"L1CAM","PER/Endo","OPC",0.0169075395764893,1
"CD39","ASTRO","GABAergic 4",0.0169062543796142,1
"SOMATOSTATIN","GABAergic 2","MG",0.0168982765310465,1
"GRN","Glutamatergic 7","EPEN",0.0168944793575628,1
"CSF","Glutamatergic 8","OPC",0.0168917062466386,1
"Adenosine","GABAergic 5","GABAergic 5",0.0168733764368252,1
"CCK","Glutamatergic 9","GABAergic 2",0.01686969933055,1
"SEMA5","GABAergic 1","Glutamatergic 6",0.0168683442568346,1
"NOTCH","Glutamatergic 4","Glutamatergic 7",0.0168664013015916,1
"PMCH","GABAergic 4","VLMC",0.0168662072677499,1
"ApoE","NB","GABAergic 5",0.0168637467639942,1
"PDGF","Glutamatergic 8","Glutamatergic 10",0.0168570406588881,1
"IGFBP","PER/Endo","Glutamatergic 3",0.0168523972899123,1
"SEMA5","OLIGO","Glutamatergic 4",0.0168509363452542,1
"PROS","Glutamatergic 10","Glutamatergic 9",0.0168508550653164,1
"CX3C","Glutamatergic 5","PER/Endo",0.0168448805772221,1
"ENHO","Glutamatergic 1","ASTRO",0.0168441611629794,1
"HSPG","OPC","VLMC",0.0168321318617275,1
"IL1","Glutamatergic 10","Glutamatergic 6",0.01682839477196,1
"ADGRA","Neuro 1","Glutamatergic 4",0.0168253761900782,1
"Ach","GABAergic 2","Glutamatergic 7",0.0168195796110535,1
"ADGRA","VLMC","GABAergic 1",0.0168179785081917,1
"L1CAM","Glutamatergic 6","PER/Endo",0.0168157065397163,1
"ANGPT","GABAergic 1","OLIGO",0.0168149475152321,1
"PSAP","Glutamatergic 3","GABAergic 6",0.0168127578508316,1
"KIT","GABAergic 6","VLMC",0.0168072731049609,1
"Ach","GABAergic 4","GABAergic 5",0.0168049562111932,1
"ADGRG","NB","Glutamatergic 5",0.0167987690114734,1
"IL1","Glutamatergic 7","Glutamatergic 6",0.0167980748237353,1
"KIT","VLMC","Neuro 1",0.0167968925016629,1
"PSAP","GABAergic 4","GABAergic 6",0.0167955178653116,1
"CXCL","VLMC","GABAergic 2",0.0167944104213889,1
"VISFATIN","Glutamatergic 3","GABAergic 3",0.016793333669081,1
"IL1","GABAergic 5","GABAergic 2",0.0167919536116914,1
"TAC","GABAergic 3","Glutamatergic 5",0.0167910158385774,1
"ADGRG","MG","GABAergic 6",0.0167895879171637,1
"VIP","PER/Endo","Glutamatergic 1",0.0167855597908556,1
"UCN","VLMC","GABAergic 6",0.0167829258567027,1
"CEACAM","GABAergic 6","Glutamatergic 6",0.0167824820116237,1
"CEACAM","Glutamatergic 6","GABAergic 6",0.0167824820116237,1
"CCK","Glutamatergic 2","Glutamatergic 7",0.0167808467560919,1
"ncWNT","GABAergic 5","ASTRO",0.0167695291127236,1
"TAC","GABAergic 4","Neuro 1",0.0167672088391553,1
"GAS","MG","Neuro 1",0.0167645905953609,1
"VISFATIN","Neuro 1","Glutamatergic 5",0.016757291452231,1
"VCAM","MG","GABAergic 3",0.0167556016463349,1
"ACTIVIN","NB","GABAergic 2",0.0167518587427283,1
"GRN","GABAergic 1","ASTRO",0.0167354419395028,1
"MK","Glutamatergic 6","Glutamatergic 2",0.0167332112217706,1
