"sample_id","ferroptosis_score","analysis_id","Brain.region","Age","Gender"
"EA_M2_HT",-0.309763145361273,"AN002675","Hypothalamus","16 weeks","Male"
"EA_M2_HT",-0.309763145361273,"AN002676","Hypothalamus","16 weeks","Male"
"EA_M2_HT",-0.309763145361273,"AN002677","Hypothalamus","16 weeks","Male"
"EA_M2_HT",-0.309763145361273,"AN002678","Hypothalamus","16 weeks","Male"
"EA_M2_HT",-0.309763145361273,"AN002679","Hypothalamus","16 weeks","Male"
"EA_M2_MB",-0.156200008053671,"AN002675","Midbrain","16 weeks","Male"
"EA_M2_MB",-0.156200008053671,"AN002676","Midbrain","16 weeks","Male"
"EA_M2_MB",-0.156200008053671,"AN002677","Midbrain","16 weeks","Male"
"EA_M2_MB",-0.156200008053671,"AN002678","Midbrain","16 weeks","Male"
"EA_M2_MB",-0.156200008053671,"AN002679","Midbrain","16 weeks","Male"
"EA_M2_MD",-0.303311444254549,"AN002675","Medulla","16 weeks","Male"
"EA_M2_MD",-0.303311444254549,"AN002676","Medulla","16 weeks","Male"
"EA_M2_MD",-0.303311444254549,"AN002677","Medulla","16 weeks","Male"
"EA_M2_MD",-0.303311444254549,"AN002678","Medulla","16 weeks","Male"
"EA_M2_MD",-0.303311444254549,"AN002679","Medulla","16 weeks","Male"
"EA_M2_OB",-0.0710111611788403,"AN002675","Olfactory bulb","16 weeks","Male"
"EA_M2_OB",-0.0710111611788403,"AN002676","Olfactory bulb","16 weeks","Male"
"EA_M2_OB",-0.0710111611788403,"AN002677","Olfactory bulb","16 weeks","Male"
"EA_M2_OB",-0.0710111611788403,"AN002678","Olfactory bulb","16 weeks","Male"
"EA_M2_OB",-0.0710111611788403,"AN002679","Olfactory bulb","16 weeks","Male"
"EA_M2_PON",-0.390255497307399,"AN002675","Pons","16 weeks","Male"
"EA_M2_PON",-0.390255497307399,"AN002676","Pons","16 weeks","Male"
"EA_M2_PON",-0.390255497307399,"AN002677","Pons","16 weeks","Male"
"EA_M2_PON",-0.390255497307399,"AN002678","Pons","16 weeks","Male"
"EA_M2_PON",-0.390255497307399,"AN002679","Pons","16 weeks","Male"
"EA_M2_TL",-0.0515689742842295,"AN002675","Thalamus","16 weeks","Male"
"EA_M2_TL",-0.0515689742842295,"AN002676","Thalamus","16 weeks","Male"
"EA_M2_TL",-0.0515689742842295,"AN002677","Thalamus","16 weeks","Male"
"EA_M2_TL",-0.0515689742842295,"AN002678","Thalamus","16 weeks","Male"
"EA_M2_TL",-0.0515689742842295,"AN002679","Thalamus","16 weeks","Male"
"EA_M3_BG",-0.545521373320579,"AN002675","Basal ganglia","16 weeks","Male"
"EA_M3_BG",-0.545521373320579,"AN002676","Basal ganglia","16 weeks","Male"
"EA_M3_BG",-0.545521373320579,"AN002677","Basal ganglia","16 weeks","Male"
"EA_M3_BG",-0.545521373320579,"AN002678","Basal ganglia","16 weeks","Male"
"EA_M3_BG",-0.545521373320579,"AN002679","Basal ganglia","16 weeks","Male"
"EA_M3_CB",0.294537534058209,"AN002675","Cerebellum","16 weeks","Male"
"EA_M3_CB",0.294537534058209,"AN002676","Cerebellum","16 weeks","Male"
"EA_M3_CB",0.294537534058209,"AN002677","Cerebellum","16 weeks","Male"
"EA_M3_CB",0.294537534058209,"AN002678","Cerebellum","16 weeks","Male"
"EA_M3_CB",0.294537534058209,"AN002679","Cerebellum","16 weeks","Male"
"EA_M3_CT",-0.472740593819045,"AN002675","Cerebral cortex","16 weeks","Male"
"EA_M3_CT",-0.472740593819045,"AN002676","Cerebral cortex","16 weeks","Male"
"EA_M3_CT",-0.472740593819045,"AN002677","Cerebral cortex","16 weeks","Male"
"EA_M3_CT",-0.472740593819045,"AN002678","Cerebral cortex","16 weeks","Male"
"EA_M3_CT",-0.472740593819045,"AN002679","Cerebral cortex","16 weeks","Male"
"EA_M3_HC",-0.595494406821339,"AN002675","Hippocampus","16 weeks","Male"
"EA_M3_HC",-0.595494406821339,"AN002676","Hippocampus","16 weeks","Male"
"EA_M3_HC",-0.595494406821339,"AN002677","Hippocampus","16 weeks","Male"
"EA_M3_HC",-0.595494406821339,"AN002678","Hippocampus","16 weeks","Male"
"EA_M3_HC",-0.595494406821339,"AN002679","Hippocampus","16 weeks","Male"
"EA_M3_HT",-0.190888716927798,"AN002675","Hypothalamus","16 weeks","Male"
"EA_M3_HT",-0.190888716927798,"AN002676","Hypothalamus","16 weeks","Male"
"EA_M3_HT",-0.190888716927798,"AN002677","Hypothalamus","16 weeks","Male"
"EA_M3_HT",-0.190888716927798,"AN002678","Hypothalamus","16 weeks","Male"
"EA_M3_HT",-0.190888716927798,"AN002679","Hypothalamus","16 weeks","Male"
"EA_M3_MB",-0.386590771276607,"AN002675","Midbrain","16 weeks","Male"
"EA_M3_MB",-0.386590771276607,"AN002676","Midbrain","16 weeks","Male"
"EA_M3_MB",-0.386590771276607,"AN002677","Midbrain","16 weeks","Male"
"EA_M3_MB",-0.386590771276607,"AN002678","Midbrain","16 weeks","Male"
"EA_M3_MB",-0.386590771276607,"AN002679","Midbrain","16 weeks","Male"
"EA_M3_MD",-0.214237241865907,"AN002675","Medulla","16 weeks","Male"
"EA_M3_MD",-0.214237241865907,"AN002676","Medulla","16 weeks","Male"
"EA_M3_MD",-0.214237241865907,"AN002677","Medulla","16 weeks","Male"
"EA_M3_MD",-0.214237241865907,"AN002678","Medulla","16 weeks","Male"
"EA_M3_MD",-0.214237241865907,"AN002679","Medulla","16 weeks","Male"
"EA_M3_OB",-0.104728563939332,"AN002675","Olfactory bulb","16 weeks","Male"
"EA_M3_OB",-0.104728563939332,"AN002676","Olfactory bulb","16 weeks","Male"
"EA_M3_OB",-0.104728563939332,"AN002677","Olfactory bulb","16 weeks","Male"
"EA_M3_OB",-0.104728563939332,"AN002678","Olfactory bulb","16 weeks","Male"
"EA_M3_OB",-0.104728563939332,"AN002679","Olfactory bulb","16 weeks","Male"
"EA_M3_PON",-0.340430558533664,"AN002675","Pons","16 weeks","Male"
"EA_M3_PON",-0.340430558533664,"AN002676","Pons","16 weeks","Male"
"EA_M3_PON",-0.340430558533664,"AN002677","Pons","16 weeks","Male"
"EA_M3_PON",-0.340430558533664,"AN002678","Pons","16 weeks","Male"
"EA_M3_PON",-0.340430558533664,"AN002679","Pons","16 weeks","Male"
"EA_M3_TL",0.110048865055718,"AN002675","Thalamus","16 weeks","Male"
"EA_M3_TL",0.110048865055718,"AN002676","Thalamus","16 weeks","Male"
"EA_M3_TL",0.110048865055718,"AN002677","Thalamus","16 weeks","Male"
"EA_M3_TL",0.110048865055718,"AN002678","Thalamus","16 weeks","Male"
"EA_M3_TL",0.110048865055718,"AN002679","Thalamus","16 weeks","Male"
"EA_M4_BG",0.0495620922308444,"AN002675","Basal ganglia","16 weeks","Male"
"EA_M4_BG",0.0495620922308444,"AN002676","Basal ganglia","16 weeks","Male"
"EA_M4_BG",0.0495620922308444,"AN002677","Basal ganglia","16 weeks","Male"
"EA_M4_BG",0.0495620922308444,"AN002678","Basal ganglia","16 weeks","Male"
"EA_M4_BG",0.0495620922308444,"AN002679","Basal ganglia","16 weeks","Male"
"EA_M4_CB",-0.11963038981159,"AN002675","Cerebellum","16 weeks","Male"
"EA_M4_CB",-0.11963038981159,"AN002676","Cerebellum","16 weeks","Male"
"EA_M4_CB",-0.11963038981159,"AN002677","Cerebellum","16 weeks","Male"
"EA_M4_CB",-0.11963038981159,"AN002678","Cerebellum","16 weeks","Male"
"EA_M4_CB",-0.11963038981159,"AN002679","Cerebellum","16 weeks","Male"
"EA_M4_CT",-0.100834348851386,"AN002675","Cerebral cortex","16 weeks","Male"
"EA_M4_CT",-0.100834348851386,"AN002676","Cerebral cortex","16 weeks","Male"
"EA_M4_CT",-0.100834348851386,"AN002677","Cerebral cortex","16 weeks","Male"
"EA_M4_CT",-0.100834348851386,"AN002678","Cerebral cortex","16 weeks","Male"
"EA_M4_CT",-0.100834348851386,"AN002679","Cerebral cortex","16 weeks","Male"
"EA_M4_HC",0.026701379729898,"AN002675","Hippocampus","16 weeks","Male"
"EA_M4_HC",0.026701379729898,"AN002676","Hippocampus","16 weeks","Male"
"EA_M4_HC",0.026701379729898,"AN002677","Hippocampus","16 weeks","Male"
"EA_M4_HC",0.026701379729898,"AN002678","Hippocampus","16 weeks","Male"
"EA_M4_HC",0.026701379729898,"AN002679","Hippocampus","16 weeks","Male"
"EA_M4_HT",-0.340687209007832,"AN002675","Hypothalamus","16 weeks","Male"
"EA_M4_HT",-0.340687209007832,"AN002676","Hypothalamus","16 weeks","Male"
"EA_M4_HT",-0.340687209007832,"AN002677","Hypothalamus","16 weeks","Male"
"EA_M4_HT",-0.340687209007832,"AN002678","Hypothalamus","16 weeks","Male"
"EA_M4_HT",-0.340687209007832,"AN002679","Hypothalamus","16 weeks","Male"
"EA_M4_MB",-0.401692325261328,"AN002675","Midbrain","16 weeks","Male"
"EA_M4_MB",-0.401692325261328,"AN002676","Midbrain","16 weeks","Male"
"EA_M4_MB",-0.401692325261328,"AN002677","Midbrain","16 weeks","Male"
"EA_M4_MB",-0.401692325261328,"AN002678","Midbrain","16 weeks","Male"
"EA_M4_MB",-0.401692325261328,"AN002679","Midbrain","16 weeks","Male"
"EA_M4_MD",-0.363286365095396,"AN002675","Medulla","16 weeks","Male"
"EA_M4_MD",-0.363286365095396,"AN002676","Medulla","16 weeks","Male"
"EA_M4_MD",-0.363286365095396,"AN002677","Medulla","16 weeks","Male"
"EA_M4_MD",-0.363286365095396,"AN002678","Medulla","16 weeks","Male"
"EA_M4_MD",-0.363286365095396,"AN002679","Medulla","16 weeks","Male"
"EA_M4_OB",0.590500434237293,"AN002675","Olfactory bulb","16 weeks","Male"
"EA_M4_OB",0.590500434237293,"AN002676","Olfactory bulb","16 weeks","Male"
"EA_M4_OB",0.590500434237293,"AN002677","Olfactory bulb","16 weeks","Male"
"EA_M4_OB",0.590500434237293,"AN002678","Olfactory bulb","16 weeks","Male"
"EA_M4_OB",0.590500434237293,"AN002679","Olfactory bulb","16 weeks","Male"
"EA_M4_PON",-0.588647207104116,"AN002675","Pons","16 weeks","Male"
"EA_M4_PON",-0.588647207104116,"AN002676","Pons","16 weeks","Male"
"EA_M4_PON",-0.588647207104116,"AN002677","Pons","16 weeks","Male"
"EA_M4_PON",-0.588647207104116,"AN002678","Pons","16 weeks","Male"
"EA_M4_PON",-0.588647207104116,"AN002679","Pons","16 weeks","Male"
"EA_M4_TL",0.30145855619593,"AN002675","Thalamus","16 weeks","Male"
"EA_M4_TL",0.30145855619593,"AN002676","Thalamus","16 weeks","Male"
"EA_M4_TL",0.30145855619593,"AN002677","Thalamus","16 weeks","Male"
"EA_M4_TL",0.30145855619593,"AN002678","Thalamus","16 weeks","Male"
"EA_M4_TL",0.30145855619593,"AN002679","Thalamus","16 weeks","Male"
"EA_M5_BG",-0.536622596470102,"AN002675","Basal ganglia","16 weeks","Male"
"EA_M5_BG",-0.536622596470102,"AN002676","Basal ganglia","16 weeks","Male"
"EA_M5_BG",-0.536622596470102,"AN002677","Basal ganglia","16 weeks","Male"
"EA_M5_BG",-0.536622596470102,"AN002678","Basal ganglia","16 weeks","Male"
"EA_M5_BG",-0.536622596470102,"AN002679","Basal ganglia","16 weeks","Male"
"EA_M5_CB",0.108142904076359,"AN002675","Cerebellum","16 weeks","Male"
"EA_M5_CB",0.108142904076359,"AN002676","Cerebellum","16 weeks","Male"
"EA_M5_CB",0.108142904076359,"AN002677","Cerebellum","16 weeks","Male"
"EA_M5_CB",0.108142904076359,"AN002678","Cerebellum","16 weeks","Male"
"EA_M5_CB",0.108142904076359,"AN002679","Cerebellum","16 weeks","Male"
"EA_M5_CT",0.0382050149298867,"AN002675","Cerebral cortex","16 weeks","Male"
"EA_M5_CT",0.0382050149298867,"AN002676","Cerebral cortex","16 weeks","Male"
"EA_M5_CT",0.0382050149298867,"AN002677","Cerebral cortex","16 weeks","Male"
"EA_M5_CT",0.0382050149298867,"AN002678","Cerebral cortex","16 weeks","Male"
"EA_M5_CT",0.0382050149298867,"AN002679","Cerebral cortex","16 weeks","Male"
"EA_M5_HC",-0.317490073281294,"AN002675","Hippocampus","16 weeks","Male"
"EA_M5_HC",-0.317490073281294,"AN002676","Hippocampus","16 weeks","Male"
"EA_M5_HC",-0.317490073281294,"AN002677","Hippocampus","16 weeks","Male"
"EA_M5_HC",-0.317490073281294,"AN002678","Hippocampus","16 weeks","Male"
"EA_M5_HC",-0.317490073281294,"AN002679","Hippocampus","16 weeks","Male"
"EA_M5_HT",-0.060026770305863,"AN002675","Hypothalamus","16 weeks","Male"
"EA_M5_HT",-0.060026770305863,"AN002676","Hypothalamus","16 weeks","Male"
"EA_M5_HT",-0.060026770305863,"AN002677","Hypothalamus","16 weeks","Male"
"EA_M5_HT",-0.060026770305863,"AN002678","Hypothalamus","16 weeks","Male"
"EA_M5_HT",-0.060026770305863,"AN002679","Hypothalamus","16 weeks","Male"
"EA_M5_MB",-0.0970659965431078,"AN002675","Midbrain","16 weeks","Male"
"EA_M5_MB",-0.0970659965431078,"AN002676","Midbrain","16 weeks","Male"
"EA_M5_MB",-0.0970659965431078,"AN002677","Midbrain","16 weeks","Male"
"EA_M5_MB",-0.0970659965431078,"AN002678","Midbrain","16 weeks","Male"
"EA_M5_MB",-0.0970659965431078,"AN002679","Midbrain","16 weeks","Male"
"EA_M5_MD",-0.440518376824947,"AN002675","Medulla","16 weeks","Male"
"EA_M5_MD",-0.440518376824947,"AN002676","Medulla","16 weeks","Male"
"EA_M5_MD",-0.440518376824947,"AN002677","Medulla","16 weeks","Male"
"EA_M5_MD",-0.440518376824947,"AN002678","Medulla","16 weeks","Male"
"EA_M5_MD",-0.440518376824947,"AN002679","Medulla","16 weeks","Male"
"EA_M5_OB",0.173223187906774,"AN002675","Olfactory bulb","16 weeks","Male"
"EA_M5_OB",0.173223187906774,"AN002676","Olfactory bulb","16 weeks","Male"
"EA_M5_OB",0.173223187906774,"AN002677","Olfactory bulb","16 weeks","Male"
"EA_M5_OB",0.173223187906774,"AN002678","Olfactory bulb","16 weeks","Male"
"EA_M5_OB",0.173223187906774,"AN002679","Olfactory bulb","16 weeks","Male"
"EA_M5_PON",-0.194377505269906,"AN002675","Pons","16 weeks","Male"
"EA_M5_PON",-0.194377505269906,"AN002676","Pons","16 weeks","Male"
"EA_M5_PON",-0.194377505269906,"AN002677","Pons","16 weeks","Male"
"EA_M5_PON",-0.194377505269906,"AN002678","Pons","16 weeks","Male"
"EA_M5_PON",-0.194377505269906,"AN002679","Pons","16 weeks","Male"
"EA_M5_TL",-0.202444750205946,"AN002675","Thalamus","16 weeks","Male"
"EA_M5_TL",-0.202444750205946,"AN002676","Thalamus","16 weeks","Male"
"EA_M5_TL",-0.202444750205946,"AN002677","Thalamus","16 weeks","Male"
"EA_M5_TL",-0.202444750205946,"AN002678","Thalamus","16 weeks","Male"
"EA_M5_TL",-0.202444750205946,"AN002679","Thalamus","16 weeks","Male"
"EA_M6_BG",-0.221104398947143,"AN002675","Basal ganglia","16 weeks","Male"
"EA_M6_BG",-0.221104398947143,"AN002676","Basal ganglia","16 weeks","Male"
"EA_M6_BG",-0.221104398947143,"AN002677","Basal ganglia","16 weeks","Male"
"EA_M6_BG",-0.221104398947143,"AN002678","Basal ganglia","16 weeks","Male"
"EA_M6_BG",-0.221104398947143,"AN002679","Basal ganglia","16 weeks","Male"
"EA_M6_CB",-0.260489981467779,"AN002675","Cerebellum","16 weeks","Male"
"EA_M6_CB",-0.260489981467779,"AN002676","Cerebellum","16 weeks","Male"
"EA_M6_CB",-0.260489981467779,"AN002677","Cerebellum","16 weeks","Male"
"EA_M6_CB",-0.260489981467779,"AN002678","Cerebellum","16 weeks","Male"
"EA_M6_CB",-0.260489981467779,"AN002679","Cerebellum","16 weeks","Male"
"EA_M6_CT",-0.364576059197179,"AN002675","Cerebral cortex","16 weeks","Male"
"EA_M6_CT",-0.364576059197179,"AN002676","Cerebral cortex","16 weeks","Male"
"EA_M6_CT",-0.364576059197179,"AN002677","Cerebral cortex","16 weeks","Male"
"EA_M6_CT",-0.364576059197179,"AN002678","Cerebral cortex","16 weeks","Male"
"EA_M6_CT",-0.364576059197179,"AN002679","Cerebral cortex","16 weeks","Male"
"EA_M6_HC",-0.331340866935926,"AN002675","Hippocampus","16 weeks","Male"
"EA_M6_HC",-0.331340866935926,"AN002676","Hippocampus","16 weeks","Male"
"EA_M6_HC",-0.331340866935926,"AN002677","Hippocampus","16 weeks","Male"
"EA_M6_HC",-0.331340866935926,"AN002678","Hippocampus","16 weeks","Male"
"EA_M6_HC",-0.331340866935926,"AN002679","Hippocampus","16 weeks","Male"
"EA_M6_HT",-0.108809800328756,"AN002675","Hypothalamus","16 weeks","Male"
"EA_M6_HT",-0.108809800328756,"AN002676","Hypothalamus","16 weeks","Male"
"EA_M6_HT",-0.108809800328756,"AN002677","Hypothalamus","16 weeks","Male"
"EA_M6_HT",-0.108809800328756,"AN002678","Hypothalamus","16 weeks","Male"
"EA_M6_HT",-0.108809800328756,"AN002679","Hypothalamus","16 weeks","Male"
"EA_M6_MB",-0.163871681618103,"AN002675","Midbrain","16 weeks","Male"
"EA_M6_MB",-0.163871681618103,"AN002676","Midbrain","16 weeks","Male"
"EA_M6_MB",-0.163871681618103,"AN002677","Midbrain","16 weeks","Male"
"EA_M6_MB",-0.163871681618103,"AN002678","Midbrain","16 weeks","Male"
"EA_M6_MB",-0.163871681618103,"AN002679","Midbrain","16 weeks","Male"
"EA_M6_MD",-0.356275134363747,"AN002675","Medulla","16 weeks","Male"
"EA_M6_MD",-0.356275134363747,"AN002676","Medulla","16 weeks","Male"
"EA_M6_MD",-0.356275134363747,"AN002677","Medulla","16 weeks","Male"
"EA_M6_MD",-0.356275134363747,"AN002678","Medulla","16 weeks","Male"
"EA_M6_MD",-0.356275134363747,"AN002679","Medulla","16 weeks","Male"
"EA_M6_OB",0.103953927393497,"AN002675","Olfactory bulb","16 weeks","Male"
"EA_M6_OB",0.103953927393497,"AN002676","Olfactory bulb","16 weeks","Male"
"EA_M6_OB",0.103953927393497,"AN002677","Olfactory bulb","16 weeks","Male"
"EA_M6_OB",0.103953927393497,"AN002678","Olfactory bulb","16 weeks","Male"
"EA_M6_OB",0.103953927393497,"AN002679","Olfactory bulb","16 weeks","Male"
"EA_M6_PON",-0.0160814663564894,"AN002675","Pons","16 weeks","Male"
"EA_M6_PON",-0.0160814663564894,"AN002676","Pons","16 weeks","Male"
"EA_M6_PON",-0.0160814663564894,"AN002677","Pons","16 weeks","Male"
"EA_M6_PON",-0.0160814663564894,"AN002678","Pons","16 weeks","Male"
"EA_M6_PON",-0.0160814663564894,"AN002679","Pons","16 weeks","Male"
"EA_M6_TL",-0.315332748978123,"AN002675","Thalamus","16 weeks","Male"
"EA_M6_TL",-0.315332748978123,"AN002676","Thalamus","16 weeks","Male"
"EA_M6_TL",-0.315332748978123,"AN002677","Thalamus","16 weeks","Male"
"EA_M6_TL",-0.315332748978123,"AN002678","Thalamus","16 weeks","Male"
"EA_M6_TL",-0.315332748978123,"AN002679","Thalamus","16 weeks","Male"
"EA_M7_BG",-0.3751092447435,"AN002675","Basal ganglia","16 weeks","Male"
"EA_M7_BG",-0.3751092447435,"AN002676","Basal ganglia","16 weeks","Male"
"EA_M7_BG",-0.3751092447435,"AN002677","Basal ganglia","16 weeks","Male"
"EA_M7_BG",-0.3751092447435,"AN002678","Basal ganglia","16 weeks","Male"
"EA_M7_BG",-0.3751092447435,"AN002679","Basal ganglia","16 weeks","Male"
"EA_M7_CB",-0.493410917240945,"AN002675","Cerebellum","16 weeks","Male"
"EA_M7_CB",-0.493410917240945,"AN002676","Cerebellum","16 weeks","Male"
"EA_M7_CB",-0.493410917240945,"AN002677","Cerebellum","16 weeks","Male"
"EA_M7_CB",-0.493410917240945,"AN002678","Cerebellum","16 weeks","Male"
"EA_M7_CB",-0.493410917240945,"AN002679","Cerebellum","16 weeks","Male"
"EA_M7_CT",-0.401014387513779,"AN002675","Cerebral cortex","16 weeks","Male"
"EA_M7_CT",-0.401014387513779,"AN002676","Cerebral cortex","16 weeks","Male"
"EA_M7_CT",-0.401014387513779,"AN002677","Cerebral cortex","16 weeks","Male"
"EA_M7_CT",-0.401014387513779,"AN002678","Cerebral cortex","16 weeks","Male"
"EA_M7_CT",-0.401014387513779,"AN002679","Cerebral cortex","16 weeks","Male"
"EA_M7_HC",-0.326359501747811,"AN002675","Hippocampus","16 weeks","Male"
"EA_M7_HC",-0.326359501747811,"AN002676","Hippocampus","16 weeks","Male"
"EA_M7_HC",-0.326359501747811,"AN002677","Hippocampus","16 weeks","Male"
"EA_M7_HC",-0.326359501747811,"AN002678","Hippocampus","16 weeks","Male"
"EA_M7_HC",-0.326359501747811,"AN002679","Hippocampus","16 weeks","Male"
"EA_M7_HT",-0.502050669315069,"AN002675","Hypothalamus","16 weeks","Male"
"EA_M7_HT",-0.502050669315069,"AN002676","Hypothalamus","16 weeks","Male"
"EA_M7_HT",-0.502050669315069,"AN002677","Hypothalamus","16 weeks","Male"
"EA_M7_HT",-0.502050669315069,"AN002678","Hypothalamus","16 weeks","Male"
"EA_M7_HT",-0.502050669315069,"AN002679","Hypothalamus","16 weeks","Male"
"EA_M7_MB",-0.131622081209,"AN002675","Midbrain","16 weeks","Male"
"EA_M7_MB",-0.131622081209,"AN002676","Midbrain","16 weeks","Male"
"EA_M7_MB",-0.131622081209,"AN002677","Midbrain","16 weeks","Male"
"EA_M7_MB",-0.131622081209,"AN002678","Midbrain","16 weeks","Male"
"EA_M7_MB",-0.131622081209,"AN002679","Midbrain","16 weeks","Male"
"EA_M7_MD",-0.187860246943369,"AN002675","Medulla","16 weeks","Male"
"EA_M7_MD",-0.187860246943369,"AN002676","Medulla","16 weeks","Male"
"EA_M7_MD",-0.187860246943369,"AN002677","Medulla","16 weeks","Male"
"EA_M7_MD",-0.187860246943369,"AN002678","Medulla","16 weeks","Male"
"EA_M7_MD",-0.187860246943369,"AN002679","Medulla","16 weeks","Male"
"EA_M7_OB",-0.00919439336067944,"AN002675","Olfactory bulb","16 weeks","Male"
"EA_M7_OB",-0.00919439336067944,"AN002676","Olfactory bulb","16 weeks","Male"
"EA_M7_OB",-0.00919439336067944,"AN002677","Olfactory bulb","16 weeks","Male"
"EA_M7_OB",-0.00919439336067944,"AN002678","Olfactory bulb","16 weeks","Male"
"EA_M7_OB",-0.00919439336067944,"AN002679","Olfactory bulb","16 weeks","Male"
"EA_M7_PON",-0.547020103150616,"AN002675","Pons","16 weeks","Male"
"EA_M7_PON",-0.547020103150616,"AN002676","Pons","16 weeks","Male"
"EA_M7_PON",-0.547020103150616,"AN002677","Pons","16 weeks","Male"
"EA_M7_PON",-0.547020103150616,"AN002678","Pons","16 weeks","Male"
"EA_M7_PON",-0.547020103150616,"AN002679","Pons","16 weeks","Male"
"EA_M7_TL",-0.187078521234823,"AN002675","Thalamus","16 weeks","Male"
"EA_M7_TL",-0.187078521234823,"AN002676","Thalamus","16 weeks","Male"
"EA_M7_TL",-0.187078521234823,"AN002677","Thalamus","16 weeks","Male"
"EA_M7_TL",-0.187078521234823,"AN002678","Thalamus","16 weeks","Male"
"EA_M7_TL",-0.187078521234823,"AN002679","Thalamus","16 weeks","Male"
"EA_M8_BG",-0.226805308021564,"AN002675","Basal ganglia","16 weeks","Male"
"EA_M8_BG",-0.226805308021564,"AN002676","Basal ganglia","16 weeks","Male"
"EA_M8_BG",-0.226805308021564,"AN002677","Basal ganglia","16 weeks","Male"
"EA_M8_BG",-0.226805308021564,"AN002678","Basal ganglia","16 weeks","Male"
"EA_M8_BG",-0.226805308021564,"AN002679","Basal ganglia","16 weeks","Male"
"EA_M8_CB",0.0898694469217655,"AN002675","Cerebellum","16 weeks","Male"
"EA_M8_CB",0.0898694469217655,"AN002676","Cerebellum","16 weeks","Male"
"EA_M8_CB",0.0898694469217655,"AN002677","Cerebellum","16 weeks","Male"
"EA_M8_CB",0.0898694469217655,"AN002678","Cerebellum","16 weeks","Male"
"EA_M8_CB",0.0898694469217655,"AN002679","Cerebellum","16 weeks","Male"
"EA_M8_CT",-0.456303159700698,"AN002675","Cerebral cortex","16 weeks","Male"
"EA_M8_CT",-0.456303159700698,"AN002676","Cerebral cortex","16 weeks","Male"
"EA_M8_CT",-0.456303159700698,"AN002677","Cerebral cortex","16 weeks","Male"
"EA_M8_CT",-0.456303159700698,"AN002678","Cerebral cortex","16 weeks","Male"
"EA_M8_CT",-0.456303159700698,"AN002679","Cerebral cortex","16 weeks","Male"
"EA_M8_HC",-0.382611109736269,"AN002675","Hippocampus","16 weeks","Male"
"EA_M8_HC",-0.382611109736269,"AN002676","Hippocampus","16 weeks","Male"
"EA_M8_HC",-0.382611109736269,"AN002677","Hippocampus","16 weeks","Male"
"EA_M8_HC",-0.382611109736269,"AN002678","Hippocampus","16 weeks","Male"
"EA_M8_HC",-0.382611109736269,"AN002679","Hippocampus","16 weeks","Male"
"EA_M8_HT",-0.350627383427728,"AN002675","Hypothalamus","16 weeks","Male"
"EA_M8_HT",-0.350627383427728,"AN002676","Hypothalamus","16 weeks","Male"
"EA_M8_HT",-0.350627383427728,"AN002677","Hypothalamus","16 weeks","Male"
"EA_M8_HT",-0.350627383427728,"AN002678","Hypothalamus","16 weeks","Male"
"EA_M8_HT",-0.350627383427728,"AN002679","Hypothalamus","16 weeks","Male"
"EA_M8_MB",-0.529455399692349,"AN002675","Midbrain","16 weeks","Male"
"EA_M8_MB",-0.529455399692349,"AN002676","Midbrain","16 weeks","Male"
"EA_M8_MB",-0.529455399692349,"AN002677","Midbrain","16 weeks","Male"
"EA_M8_MB",-0.529455399692349,"AN002678","Midbrain","16 weeks","Male"
"EA_M8_MB",-0.529455399692349,"AN002679","Midbrain","16 weeks","Male"
"EA_M8_MD",-0.272030516841521,"AN002675","Medulla","16 weeks","Male"
"EA_M8_MD",-0.272030516841521,"AN002676","Medulla","16 weeks","Male"
"EA_M8_MD",-0.272030516841521,"AN002677","Medulla","16 weeks","Male"
"EA_M8_MD",-0.272030516841521,"AN002678","Medulla","16 weeks","Male"
"EA_M8_MD",-0.272030516841521,"AN002679","Medulla","16 weeks","Male"
"EA_M8_OB",0.140600705254407,"AN002675","Olfactory bulb","16 weeks","Male"
"EA_M8_OB",0.140600705254407,"AN002676","Olfactory bulb","16 weeks","Male"
"EA_M8_OB",0.140600705254407,"AN002677","Olfactory bulb","16 weeks","Male"
"EA_M8_OB",0.140600705254407,"AN002678","Olfactory bulb","16 weeks","Male"
"EA_M8_OB",0.140600705254407,"AN002679","Olfactory bulb","16 weeks","Male"
"EA_M8_PON",-0.220243305086878,"AN002675","Pons","16 weeks","Male"
"EA_M8_PON",-0.220243305086878,"AN002676","Pons","16 weeks","Male"
"EA_M8_PON",-0.220243305086878,"AN002677","Pons","16 weeks","Male"
"EA_M8_PON",-0.220243305086878,"AN002678","Pons","16 weeks","Male"
"EA_M8_PON",-0.220243305086878,"AN002679","Pons","16 weeks","Male"
"EA_M8_TL",-0.301262647051968,"AN002675","Thalamus","16 weeks","Male"
"EA_M8_TL",-0.301262647051968,"AN002676","Thalamus","16 weeks","Male"
"EA_M8_TL",-0.301262647051968,"AN002677","Thalamus","16 weeks","Male"
"EA_M8_TL",-0.301262647051968,"AN002678","Thalamus","16 weeks","Male"
"EA_M8_TL",-0.301262647051968,"AN002679","Thalamus","16 weeks","Male"
"LA_F1_BG",-0.0395650768155284,"AN002675","Basal ganglia","59 weeks","Female"
"LA_F1_BG",-0.0395650768155284,"AN002676","Basal ganglia","59 weeks","Female"
"LA_F1_BG",-0.0395650768155284,"AN002677","Basal ganglia","59 weeks","Female"
"LA_F1_BG",-0.0395650768155284,"AN002678","Basal ganglia","59 weeks","Female"
